AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
N09000004,Causeway Coast and Glens,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,349.54951805860196,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,524.0373661426293,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000005,Derry City and Strabane,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,679.3972570287581,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000005,Derry City and Strabane,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,534.0981731319181,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000005,Derry City and Strabane,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,835.2136867275116,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000005,Derry City and Strabane,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,750.1030130258921,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,635.9127953033608,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,722.4740650335629,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,527.519672543805,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,360.3937110753016,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,321.14582081093613,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,277.66691857651125,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,285.5067322149578,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,332.4546233020468,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,439.5545609358144,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,335.18958606746355,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,267.6118741692512,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,454.9228839460806,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,649.3506493506494,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,685.6876714219178,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,456.6369213608477,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,606.8163656002739,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,430.4919908466819,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,366.70047593040493,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,388.9289603575318,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,582.3317180895581,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,299.7624667035994,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,256.1263154722894,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,296.20186719658057,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,384.5322641945316,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
