indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
Male healthy life expectancy,E06000002,Middlesbrough,County or Unitary Authority,57.57,yrs,Years,2011-13,55.91,59.23,
Male healthy life expectancy,E06000002,Middlesbrough,County or Unitary Authority,58.78,yrs,Years,2013-15,57.01,60.55,
Male healthy life expectancy,E06000002,Middlesbrough,County or Unitary Authority,57.87,yrs,Years,2012-14,56.15,59.58,
Male healthy life expectancy,E06000057,Northumberland,County or Unitary Authority,63.15,yrs,Years,2014-16,61.37,64.94,
Male healthy life expectancy,E06000057,Northumberland,County or Unitary Authority,64.98,yrs,Years,2015-17,63.31,66.65,
Male healthy life expectancy,E06000057,Northumberland,County or Unitary Authority,63.88,yrs,Years,2013-15,62.3,65.46,
Male healthy life expectancy,E06000057,Northumberland,County or Unitary Authority,61.5,yrs,Years,2018-20,59.62,63.38,
Male healthy life expectancy,E06000057,Northumberland,County or Unitary Authority,62.82,yrs,Years,2011-13,61.29,64.35,
Male healthy life expectancy,E06000057,Northumberland,County or Unitary Authority,61.19,yrs,Years,2016-18,59.29,63.09,
Male healthy life expectancy,E06000057,Northumberland,County or Unitary Authority,62.32,yrs,Years,2012-14,60.78,63.87,
Male healthy life expectancy,E06000057,Northumberland,County or Unitary Authority,60.92,yrs,Years,2017-19,59.07,62.77,
Male healthy life expectancy,E06000003,Redcar and Cleveland,County or Unitary Authority,56.87,yrs,Years,2018-20,54.61,59.13,
Male healthy life expectancy,E06000003,Redcar and Cleveland,County or Unitary Authority,58.77,yrs,Years,2015-17,56.8,60.74,
Male healthy life expectancy,E06000003,Redcar and Cleveland,County or Unitary Authority,60.23,yrs,Years,2017-19,58.33,62.13,
Male healthy life expectancy,E06000003,Redcar and Cleveland,County or Unitary Authority,60.63,yrs,Years,2016-18,58.68,62.57,
Male healthy life expectancy,E06000003,Redcar and Cleveland,County or Unitary Authority,58.76,yrs,Years,2014-16,56.93,60.59,
Male healthy life expectancy,E06000003,Redcar and Cleveland,County or Unitary Authority,59.02,yrs,Years,2013-15,57.23,60.82,
Male healthy life expectancy,E06000003,Redcar and Cleveland,County or Unitary Authority,60.19,yrs,Years,2012-14,58.46,61.92,
Male healthy life expectancy,E06000003,Redcar and Cleveland,County or Unitary Authority,58.69,yrs,Years,2011-13,56.93,60.45,
Male healthy life expectancy,E06000004,Stockton-on-Tees,County or Unitary Authority,60.12,yrs,Years,2018-20,58.05,62.19,
Male healthy life expectancy,E06000004,Stockton-on-Tees,County or Unitary Authority,57.79,yrs,Years,2017-19,55.82,59.76,
Male healthy life expectancy,E06000004,Stockton-on-Tees,County or Unitary Authority,57.46,yrs,Years,2016-18,55.41,59.51,
Male healthy life expectancy,E06000004,Stockton-on-Tees,County or Unitary Authority,56.62,yrs,Years,2015-17,54.36,58.89,
Male healthy life expectancy,E06000004,Stockton-on-Tees,County or Unitary Authority,61.07,yrs,Years,2012-14,59.27,62.86,
Male healthy life expectancy,E06000004,Stockton-on-Tees,County or Unitary Authority,60.99,yrs,Years,2013-15,59.07,62.91,
Male healthy life expectancy,E06000004,Stockton-on-Tees,County or Unitary Authority,61.39,yrs,Years,2011-13,59.68,63.11,
Male healthy life expectancy,E06000004,Stockton-on-Tees,County or Unitary Authority,59.5,yrs,Years,2014-16,57.41,61.58,
Male healthy life expectancy,E11000007,Tyne and Wear (Met County),County or Unitary Authority,58.74,yrs,Years,2013-15,57.96,59.52,
Male healthy life expectancy,E11000007,Tyne and Wear (Met County),County or Unitary Authority,59.36,yrs,Years,2014-16,58.58,60.15,
Male healthy life expectancy,E11000007,Tyne and Wear (Met County),County or Unitary Authority,59.32,yrs,Years,2016-18,58.48,60.15,
Male healthy life expectancy,E11000007,Tyne and Wear (Met County),County or Unitary Authority,59.35,yrs,Years,2015-17,58.51,60.19,
Male healthy life expectancy,E11000007,Tyne and Wear (Met County),County or Unitary Authority,58.7,yrs,Years,2018-20,57.7,59.7,
Male healthy life expectancy,E11000007,Tyne and Wear (Met County),County or Unitary Authority,58.93,yrs,Years,2012-14,58.14,59.72,
Male healthy life expectancy,E11000007,Tyne and Wear (Met County),County or Unitary Authority,59.28,yrs,Years,2017-19,58.42,60.13,
Male healthy life expectancy,E11000007,Tyne and Wear (Met County),County or Unitary Authority,58.48,yrs,Years,2011-13,57.71,59.26,
Male healthy life expectancy,E08000037,Gateshead,Local Authority District,58.24,yrs,Years,2012-14,56.39,60.09,
Male healthy life expectancy,E08000037,Gateshead,Local Authority District,56.93,yrs,Years,2013-15,55.03,58.83,
Male healthy life expectancy,E08000037,Gateshead,Local Authority District,59.09,yrs,Years,2014-16,57.32,60.87,
Male healthy life expectancy,E08000037,Gateshead,Local Authority District,59.64,yrs,Years,2015-17,57.85,61.44,
Male healthy life expectancy,E08000037,Gateshead,Local Authority District,60.79,yrs,Years,2016-18,59.1,62.48,
Male healthy life expectancy,E08000037,Gateshead,Local Authority District,58.2,yrs,Years,2017-19,56.17,60.24,
Male healthy life expectancy,E08000037,Gateshead,Local Authority District,57.91,yrs,Years,2018-20,55.58,60.25,
Male healthy life expectancy,E08000037,Gateshead,Local Authority District,57.26,yrs,Years,2011-13,55.48,59.05,
Male healthy life expectancy,E08000021,Newcastle upon Tyne,Local Authority District,59.01,yrs,Years,2013-15,57.29,60.74,
Male healthy life expectancy,E08000021,Newcastle upon Tyne,Local Authority District,57.85,yrs,Years,2011-13,56.09,59.61,
Male healthy life expectancy,E08000021,Newcastle upon Tyne,Local Authority District,58.71,yrs,Years,2012-14,56.89,60.53,
Male healthy life expectancy,E08000021,Newcastle upon Tyne,Local Authority District,59.14,yrs,Years,2014-16,57.4,60.89,
Male healthy life expectancy,E08000021,Newcastle upon Tyne,Local Authority District,58.76,yrs,Years,2015-17,56.82,60.69,
Male healthy life expectancy,E08000021,Newcastle upon Tyne,Local Authority District,59.21,yrs,Years,2016-18,57.25,61.16,
Male healthy life expectancy,E08000021,Newcastle upon Tyne,Local Authority District,60.98,yrs,Years,2017-19,58.97,62.99,
Male healthy life expectancy,E08000021,Newcastle upon Tyne,Local Authority District,60.84,yrs,Years,2018-20,58.68,62.99,
Male healthy life expectancy,E08000022,North Tyneside,Local Authority District,61.62,yrs,Years,2018-20,59.63,63.61,
Male healthy life expectancy,E08000022,North Tyneside,Local Authority District,60.66,yrs,Years,2016-18,58.88,62.45,
Male healthy life expectancy,E08000022,North Tyneside,Local Authority District,62.16,yrs,Years,2015-17,60.51,63.81,
Male healthy life expectancy,E08000022,North Tyneside,Local Authority District,61.77,yrs,Years,2014-16,59.99,63.55,
Male healthy life expectancy,E08000022,North Tyneside,Local Authority District,60.84,yrs,Years,2013-15,59.06,62.63,
Male healthy life expectancy,E08000022,North Tyneside,Local Authority District,60,yrs,Years,2012-14,58.24,61.76,
Male healthy life expectancy,E08000022,North Tyneside,Local Authority District,59.88,yrs,Years,2011-13,58.16,61.61,
Male healthy life expectancy,E08000022,North Tyneside,Local Authority District,60.64,yrs,Years,2017-19,58.73,62.55,
Male healthy life expectancy,E08000023,South Tyneside,Local Authority District,57.35,yrs,Years,2014-16,55.63,59.07,
Male healthy life expectancy,E08000023,South Tyneside,Local Authority District,56.8,yrs,Years,2013-15,55.13,58.48,
Male healthy life expectancy,E08000023,South Tyneside,Local Authority District,59.38,yrs,Years,2015-17,57.62,61.15,
Male healthy life expectancy,E08000023,South Tyneside,Local Authority District,58.91,yrs,Years,2016-18,57.11,60.7,
Male healthy life expectancy,E08000023,South Tyneside,Local Authority District,60.4,yrs,Years,2017-19,58.66,62.13,
Male healthy life expectancy,E08000023,South Tyneside,Local Authority District,58.27,yrs,Years,2011-13,56.56,59.98,
Male healthy life expectancy,E08000023,South Tyneside,Local Authority District,58.61,yrs,Years,2012-14,56.96,60.27,
Male healthy life expectancy,E08000023,South Tyneside,Local Authority District,57.26,yrs,Years,2018-20,55.03,59.48,
Male healthy life expectancy,E08000024,Sunderland,Local Authority District,57.74,yrs,Years,2015-17,55.95,59.53,
Male healthy life expectancy,E08000024,Sunderland,Local Authority District,58.67,yrs,Years,2014-16,56.94,60.4,
Male healthy life expectancy,E08000024,Sunderland,Local Authority District,58.6,yrs,Years,2013-15,56.96,60.24,
Male healthy life expectancy,E08000024,Sunderland,Local Authority District,58.45,yrs,Years,2012-14,56.77,60.12,
Male healthy life expectancy,E08000024,Sunderland,Local Authority District,58.48,yrs,Years,2011-13,56.87,60.09,
Male healthy life expectancy,E08000024,Sunderland,Local Authority District,57.49,yrs,Years,2017-19,55.83,59.15,
Male healthy life expectancy,E08000024,Sunderland,Local Authority District,56.12,yrs,Years,2018-20,53.93,58.31,
Male healthy life expectancy,E08000024,Sunderland,Local Authority District,57.89,yrs,Years,2016-18,56.12,59.67,
Male healthy life expectancy,E12000002,North West ,Region,61.67,yrs,Years,2017-19,61.24,62.1,
Male healthy life expectancy,E12000002,North West ,Region,61.57,yrs,Years,2016-18,61.14,61.99,
Male healthy life expectancy,E12000002,North West ,Region,61.05,yrs,Years,2013-15,60.65,61.46,
Male healthy life expectancy,E12000002,North West ,Region,61.53,yrs,Years,2018-20,61.07,61.99,
Male healthy life expectancy,E12000002,North West ,Region,61.23,yrs,Years,2011-13,60.84,61.63,
Male healthy life expectancy,E12000002,North West ,Region,61,yrs,Years,2012-14,60.6,61.4,
Male healthy life expectancy,E12000002,North West ,Region,60.91,yrs,Years,2014-16,60.49,61.32,
Male healthy life expectancy,E12000002,North West ,Region,61.19,yrs,Years,2015-17,60.77,61.61,
Male healthy life expectancy,E06000008,Blackburn with Darwen,County or Unitary Authority,57.26,yrs,Years,2015-17,55.51,59.01,
Male healthy life expectancy,E06000008,Blackburn with Darwen,County or Unitary Authority,57.26,yrs,Years,2014-16,55.55,58.97,
Male healthy life expectancy,E06000008,Blackburn with Darwen,County or Unitary Authority,57.98,yrs,Years,2013-15,56.21,59.75,
Male healthy life expectancy,E06000008,Blackburn with Darwen,County or Unitary Authority,58,yrs,Years,2012-14,56.28,59.71,
Male healthy life expectancy,E06000008,Blackburn with Darwen,County or Unitary Authority,57.94,yrs,Years,2011-13,56.2,59.67,
Male healthy life expectancy,E06000008,Blackburn with Darwen,County or Unitary Authority,58.78,yrs,Years,2018-20,56.85,60.71,
Male healthy life expectancy,E06000008,Blackburn with Darwen,County or Unitary Authority,58.77,yrs,Years,2016-18,57.1,60.45,
Male healthy life expectancy,E06000008,Blackburn with Darwen,County or Unitary Authority,59.63,yrs,Years,2017-19,57.87,61.39,
Male healthy life expectancy,E06000009,Blackpool,County or Unitary Authority,53.49,yrs,Years,2018-20,51.41,55.57,
Male healthy life expectancy,E06000009,Blackpool,County or Unitary Authority,53.72,yrs,Years,2017-19,51.92,55.52,
Male healthy life expectancy,E06000009,Blackpool,County or Unitary Authority,53.34,yrs,Years,2016-18,51.54,55.13,
Male healthy life expectancy,E06000009,Blackpool,County or Unitary Authority,54.69,yrs,Years,2015-17,52.91,56.47,
Male healthy life expectancy,E06000009,Blackpool,County or Unitary Authority,55.21,yrs,Years,2014-16,53.45,56.98,
Male healthy life expectancy,E06000009,Blackpool,County or Unitary Authority,56.34,yrs,Years,2013-15,54.63,58.05,
Male healthy life expectancy,E06000009,Blackpool,County or Unitary Authority,55.13,yrs,Years,2012-14,53.37,56.88,
Male healthy life expectancy,E06000009,Blackpool,County or Unitary Authority,54.69,yrs,Years,2011-13,52.94,56.45,
Male healthy life expectancy,E06000049,Cheshire East,County or Unitary Authority,67.56,yrs,Years,2012-14,65.65,69.48,
Male healthy life expectancy,E06000049,Cheshire East,County or Unitary Authority,65.42,yrs,Years,2013-15,63.35,67.49,
Male healthy life expectancy,E06000049,Cheshire East,County or Unitary Authority,64.64,yrs,Years,2014-16,62.33,66.95,
Male healthy life expectancy,E06000049,Cheshire East,County or Unitary Authority,66.92,yrs,Years,2015-17,65,68.84,
Male healthy life expectancy,E06000049,Cheshire East,County or Unitary Authority,66.49,yrs,Years,2016-18,64.38,68.61,
Male healthy life expectancy,E06000049,Cheshire East,County or Unitary Authority,64.91,yrs,Years,2017-19,62.53,67.3,
Male healthy life expectancy,E06000049,Cheshire East,County or Unitary Authority,67.38,yrs,Years,2018-20,65.32,69.44,
Male healthy life expectancy,E06000049,Cheshire East,County or Unitary Authority,67.74,yrs,Years,2011-13,65.84,69.65,
Male healthy life expectancy,E06000050,Cheshire West and Chester,County or Unitary Authority,66.16,yrs,Years,2014-16,64.02,68.29,
Male healthy life expectancy,E06000050,Cheshire West and Chester,County or Unitary Authority,66.88,yrs,Years,2015-17,64.84,68.92,
Male healthy life expectancy,E06000050,Cheshire West and Chester,County or Unitary Authority,63.27,yrs,Years,2012-14,60.99,65.54,
Male healthy life expectancy,E06000050,Cheshire West and Chester,County or Unitary Authority,65.45,yrs,Years,2016-18,62.92,67.98,
Male healthy life expectancy,E06000050,Cheshire West and Chester,County or Unitary Authority,64.24,yrs,Years,2011-13,62.01,66.48,
Male healthy life expectancy,E06000050,Cheshire West and Chester,County or Unitary Authority,63.09,yrs,Years,2018-20,60.55,65.63,
Male healthy life expectancy,E06000050,Cheshire West and Chester,County or Unitary Authority,65.94,yrs,Years,2017-19,63.62,68.26,
Male healthy life expectancy,E06000050,Cheshire West and Chester,County or Unitary Authority,65.25,yrs,Years,2013-15,63.09,67.41,
Male healthy life expectancy,E06000006,Halton,County or Unitary Authority,61.44,yrs,Years,2018-20,59.42,63.46,
Male healthy life expectancy,E06000006,Halton,County or Unitary Authority,59.09,yrs,Years,2017-19,57.24,60.94,
Male healthy life expectancy,E06000006,Halton,County or Unitary Authority,59.54,yrs,Years,2016-18,57.76,61.32,
Male healthy life expectancy,E06000006,Halton,County or Unitary Authority,59.42,yrs,Years,2015-17,57.61,61.23,
Male healthy life expectancy,E06000006,Halton,County or Unitary Authority,59.97,yrs,Years,2014-16,58.23,61.7,
Male healthy life expectancy,E06000006,Halton,County or Unitary Authority,60,yrs,Years,2013-15,58.27,61.72,
Male healthy life expectancy,E06000006,Halton,County or Unitary Authority,59.42,yrs,Years,2012-14,57.67,61.17,
Male healthy life expectancy,E06000006,Halton,County or Unitary Authority,58.53,yrs,Years,2011-13,56.75,60.31,
Male healthy life expectancy,E06000007,Warrington,County or Unitary Authority,64.95,yrs,Years,2015-17,63.24,66.66,
Male healthy life expectancy,E06000007,Warrington,County or Unitary Authority,62.71,yrs,Years,2012-14,60.73,64.69,
Male healthy life expectancy,E06000007,Warrington,County or Unitary Authority,65.38,yrs,Years,2013-15,63.76,66.99,
Male healthy life expectancy,E06000007,Warrington,County or Unitary Authority,64.09,yrs,Years,2014-16,62.27,65.91,
Male healthy life expectancy,E06000007,Warrington,County or Unitary Authority,64.67,yrs,Years,2016-18,62.91,66.44,
Male healthy life expectancy,E06000007,Warrington,County or Unitary Authority,64.25,yrs,Years,2017-19,62.49,66,
Male healthy life expectancy,E06000007,Warrington,County or Unitary Authority,62.24,yrs,Years,2011-13,60.47,64,
Male healthy life expectancy,E06000007,Warrington,County or Unitary Authority,64.61,yrs,Years,2018-20,62.69,66.53,
Male healthy life expectancy,E10000006,Cumbria ,County or Unitary Authority,62.9,yrs,Years,2011-13,61.35,64.45,
Male healthy life expectancy,E10000006,Cumbria ,County or Unitary Authority,62.65,yrs,Years,2012-14,61.1,64.2,
Male healthy life expectancy,E10000006,Cumbria ,County or Unitary Authority,62.59,yrs,Years,2013-15,61.05,64.12,
Male healthy life expectancy,E10000006,Cumbria ,County or Unitary Authority,63.2,yrs,Years,2014-16,61.67,64.73,
Male healthy life expectancy,E10000006,Cumbria ,County or Unitary Authority,64.45,yrs,Years,2015-17,62.94,65.96,
Male healthy life expectancy,E10000006,Cumbria ,County or Unitary Authority,63.48,yrs,Years,2016-18,61.93,65.04,
Male healthy life expectancy,E10000006,Cumbria ,County or Unitary Authority,62.92,yrs,Years,2017-19,61.42,64.42,
Male healthy life expectancy,E10000006,Cumbria ,County or Unitary Authority,61.73,yrs,Years,2018-20,59.86,63.59,
Male healthy life expectancy,E11000001,Greater Manchester (Met County),County or Unitary Authority,59.96,yrs,Years,2015-17,59.38,60.55,
Male healthy life expectancy,E11000001,Greater Manchester (Met County),County or Unitary Authority,60.38,yrs,Years,2012-14,59.83,60.92,
Male healthy life expectancy,E11000001,Greater Manchester (Met County),County or Unitary Authority,59.88,yrs,Years,2013-15,59.33,60.44,
Male healthy life expectancy,E11000001,Greater Manchester (Met County),County or Unitary Authority,59.4,yrs,Years,2014-16,58.83,59.98,
Male healthy life expectancy,E11000001,Greater Manchester (Met County),County or Unitary Authority,60.86,yrs,Years,2016-18,60.29,61.43,
Male healthy life expectancy,E11000001,Greater Manchester (Met County),County or Unitary Authority,61.68,yrs,Years,2017-19,61.1,62.27,
Male healthy life expectancy,E11000001,Greater Manchester (Met County),County or Unitary Authority,61.39,yrs,Years,2018-20,60.72,62.07,
Male healthy life expectancy,E11000001,Greater Manchester (Met County),County or Unitary Authority,60.89,yrs,Years,2011-13,60.35,61.43,
Male healthy life expectancy,E47000001,Greater Manchester,Combined Authority or City Region,61.39,yrs,Years,2018-20,60.71,62.07,
Male healthy life expectancy,E47000001,Greater Manchester,Combined Authority or City Region,61.68,yrs,Years,2017-19,61.1,62.27,
Male healthy life expectancy,E47000001,Greater Manchester,Combined Authority or City Region,60.86,yrs,Years,2016-18,60.29,61.44,
Male healthy life expectancy,E47000001,Greater Manchester,Combined Authority or City Region,59.96,yrs,Years,2015-17,59.38,60.55,
Male healthy life expectancy,E47000001,Greater Manchester,Combined Authority or City Region,59.4,yrs,Years,2014-16,58.83,59.98,
Male healthy life expectancy,E47000001,Greater Manchester,Combined Authority or City Region,59.88,yrs,Years,2013-15,59.33,60.44,
Male healthy life expectancy,E47000001,Greater Manchester,Combined Authority or City Region,60.38,yrs,Years,2012-14,59.83,60.92,
Male healthy life expectancy,E47000001,Greater Manchester,Combined Authority or City Region,60.89,yrs,Years,2011-13,60.35,61.43,
Male healthy life expectancy,E08000001,Bolton,Local Authority District,60.26,yrs,Years,2018-20,58.19,62.34,
Male healthy life expectancy,E08000001,Bolton,Local Authority District,61.75,yrs,Years,2017-19,60.01,63.48,
Male healthy life expectancy,E08000001,Bolton,Local Authority District,62.46,yrs,Years,2016-18,60.75,64.16,
Male healthy life expectancy,E08000001,Bolton,Local Authority District,62.92,yrs,Years,2015-17,61.19,64.64,
Male healthy life expectancy,E08000001,Bolton,Local Authority District,61.26,yrs,Years,2014-16,59.51,63.01,
Male healthy life expectancy,E08000001,Bolton,Local Authority District,62.43,yrs,Years,2013-15,60.78,64.09,
Male healthy life expectancy,E08000001,Bolton,Local Authority District,61.7,yrs,Years,2011-13,59.96,63.44,
Male healthy life expectancy,E08000001,Bolton,Local Authority District,61.62,yrs,Years,2012-14,59.94,63.3,
Male healthy life expectancy,E08000002,Bury,Local Authority District,61.44,yrs,Years,2012-14,59.56,63.31,
Male healthy life expectancy,E08000002,Bury,Local Authority District,60.52,yrs,Years,2013-15,58.74,62.3,
Male healthy life expectancy,E08000002,Bury,Local Authority District,58.46,yrs,Years,2014-16,56.55,60.37,
Male healthy life expectancy,E08000002,Bury,Local Authority District,59.82,yrs,Years,2015-17,57.91,61.73,
Male healthy life expectancy,E08000002,Bury,Local Authority District,60.4,yrs,Years,2016-18,58.39,62.4,
