areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes
E07000127,West Lancashire,Local Authority District,Gigabit capable broadband,2025-07-01,79.5,Percentage,%,,,,
E07000128,Wyre,Local Authority District,Gigabit capable broadband,2025-07-01,90.5,Percentage,%,,,,
E47000004,Liverpool City Region,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,90.7,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000011,Knowsley,Local Authority District,Gigabit capable broadband,2025-07-01,94.9,Percentage,%,,,,
E08000012,Liverpool,Local Authority District,Gigabit capable broadband,2025-07-01,89.7,Percentage,%,,,,
E08000014,Sefton,Local Authority District,Gigabit capable broadband,2025-07-01,80.5,Percentage,%,,,,
E08000013,St. Helens,Local Authority District,Gigabit capable broadband,2025-07-01,94.9,Percentage,%,,,,
E08000015,Wirral,Local Authority District,Gigabit capable broadband,2025-07-01,95.1,Percentage,%,,,,
E12000003,Yorkshire and The Humber,Region,Gigabit capable broadband,2025-07-01,91.3,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E47000016,Hull and East Yorkshire,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,94.8,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000011,East Riding of Yorkshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,91.3,Percentage,%,,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Gigabit capable broadband,2025-07-01,99.6,Percentage,%,,,,
E47000017,Greater Lincolnshire,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,80.3,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000012,North East Lincolnshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,93.2,Percentage,%,,,,
E06000013,North Lincolnshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,92.7,Percentage,%,,,,
E47000012,York and North Yorkshire,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,81.2,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000014,York,County or Unitary Authority,Gigabit capable broadband,2025-07-01,89.5,Percentage,%,,,,
E06000065,North Yorkshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,78.7,Percentage,%,,,,
E47000002,South Yorkshire,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,93.1,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000038,Barnsley,Local Authority District,Gigabit capable broadband,2025-07-01,86.8,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000016,Barnsley,Local Authority District,Gigabit capable broadband,2025-07-01,86.8,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000038 Barnsley)
E08000017,Doncaster,Local Authority District,Gigabit capable broadband,2025-07-01,95.4,Percentage,%,,,,
E08000018,Rotherham,Local Authority District,Gigabit capable broadband,2025-07-01,95.8,Percentage,%,,,,
E08000039,Sheffield,Local Authority District,Gigabit capable broadband,2025-07-01,93.3,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000019,Sheffield,Local Authority District,Gigabit capable broadband,2025-07-01,93.3,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000039 Sheffield)
E47000003,West Yorkshire,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,92.9,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000032,Bradford,Local Authority District,Gigabit capable broadband,2025-07-01,93.8,Percentage,%,,,,
E08000033,Calderdale,Local Authority District,Gigabit capable broadband,2025-07-01,77.5,Percentage,%,,,,
E08000034,Kirklees,Local Authority District,Gigabit capable broadband,2025-07-01,93.8,Percentage,%,,,,
E08000035,Leeds,Local Authority District,Gigabit capable broadband,2025-07-01,95.5,Percentage,%,,,,
E08000036,Wakefield,Local Authority District,Gigabit capable broadband,2025-07-01,94.1,Percentage,%,,,,
E12000004,East Midlands,Region,Gigabit capable broadband,2025-07-01,87.4,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E47000013,East Midlands,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,89.2,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000015,Derby,County or Unitary Authority,Gigabit capable broadband,2025-07-01,97.5,Percentage,%,,,,
E06000016,Leicester,County or Unitary Authority,Gigabit capable broadband,2025-07-01,97.3,Percentage,%,,,,
E06000061,North Northamptonshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,94.7,Percentage,%,,,,
E06000018,Nottingham,County or Unitary Authority,Gigabit capable broadband,2025-07-01,96.7,Percentage,%,,,,
E06000017,Rutland,County or Unitary Authority,Gigabit capable broadband,2025-07-01,76.3,Percentage,%,,,,
E06000062,West Northamptonshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,94.0,Percentage,%,,,,
E10000007,Derbyshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,85.4,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000032,Amber Valley,Local Authority District,Gigabit capable broadband,2025-07-01,88.1,Percentage,%,,,,
E07000033,Bolsover,Local Authority District,Gigabit capable broadband,2025-07-01,91.2,Percentage,%,,,,
E07000034,Chesterfield,Local Authority District,Gigabit capable broadband,2025-07-01,89.4,Percentage,%,,,,
E07000035,Derbyshire Dales,Local Authority District,Gigabit capable broadband,2025-07-01,57.3,Percentage,%,,,,
E07000036,Erewash,Local Authority District,Gigabit capable broadband,2025-07-01,95.1,Percentage,%,,,,
E07000037,High Peak,Local Authority District,Gigabit capable broadband,2025-07-01,78.8,Percentage,%,,,,
E07000038,North East Derbyshire,Local Authority District,Gigabit capable broadband,2025-07-01,86.9,Percentage,%,,,,
E07000039,South Derbyshire,Local Authority District,Gigabit capable broadband,2025-07-01,88.5,Percentage,%,,,,
E10000018,Leicestershire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,84.1,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000129,Blaby,Local Authority District,Gigabit capable broadband,2025-07-01,90.0,Percentage,%,,,,
E07000130,Charnwood,Local Authority District,Gigabit capable broadband,2025-07-01,84.4,Percentage,%,,,,
E07000131,Harborough,Local Authority District,Gigabit capable broadband,2025-07-01,78.6,Percentage,%,,,,
E07000132,Hinckley and Bosworth,Local Authority District,Gigabit capable broadband,2025-07-01,78.3,Percentage,%,,,,
E07000133,Melton,Local Authority District,Gigabit capable broadband,2025-07-01,77.4,Percentage,%,,,,
E07000134,North West Leicestershire,Local Authority District,Gigabit capable broadband,2025-07-01,85.5,Percentage,%,,,,
E07000135,Oadby and Wigston,Local Authority District,Gigabit capable broadband,2025-07-01,98.4,Percentage,%,,,,
E10000019,Lincolnshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,75.0,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000136,Boston,Local Authority District,Gigabit capable broadband,2025-07-01,77.6,Percentage,%,,,,
E07000137,East Lindsey,Local Authority District,Gigabit capable broadband,2025-07-01,59.9,Percentage,%,,,,
E07000138,Lincoln,Local Authority District,Gigabit capable broadband,2025-07-01,91.8,Percentage,%,,,,
E07000139,North Kesteven,Local Authority District,Gigabit capable broadband,2025-07-01,81.5,Percentage,%,,,,
E07000140,South Holland,Local Authority District,Gigabit capable broadband,2025-07-01,73.5,Percentage,%,,,,
E07000141,South Kesteven,Local Authority District,Gigabit capable broadband,2025-07-01,80.2,Percentage,%,,,,
E07000142,West Lindsey,Local Authority District,Gigabit capable broadband,2025-07-01,65.4,Percentage,%,,,,
E10000024,Nottinghamshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,87.9,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000170,Ashfield,Local Authority District,Gigabit capable broadband,2025-07-01,94.7,Percentage,%,,,,
E07000171,Bassetlaw,Local Authority District,Gigabit capable broadband,2025-07-01,75.8,Percentage,%,,,,
E07000172,Broxtowe,Local Authority District,Gigabit capable broadband,2025-07-01,95.6,Percentage,%,,,,
E07000173,Gedling,Local Authority District,Gigabit capable broadband,2025-07-01,93.1,Percentage,%,,,,
E07000174,Mansfield,Local Authority District,Gigabit capable broadband,2025-07-01,95.7,Percentage,%,,,,
E07000175,Newark and Sherwood,Local Authority District,Gigabit capable broadband,2025-07-01,81.9,Percentage,%,,,,
E07000176,Rushcliffe,Local Authority District,Gigabit capable broadband,2025-07-01,80.0,Percentage,%,,,,
E12000005,West Midlands,Region,Gigabit capable broadband,2025-07-01,89.2,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000019,"Herefordshire, County of",County or Unitary Authority,Gigabit capable broadband,2025-07-01,83.2,Percentage,%,,,,
E06000051,Shropshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,72.5,Percentage,%,,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,Gigabit capable broadband,2025-07-01,93.1,Percentage,%,,,,
E06000020,Telford and Wrekin,County or Unitary Authority,Gigabit capable broadband,2025-07-01,85.3,Percentage,%,,,,
E10000028,Staffordshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,83.1,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000192,Cannock Chase,Local Authority District,Gigabit capable broadband,2025-07-01,96.1,Percentage,%,,,,
E07000193,East Staffordshire,Local Authority District,Gigabit capable broadband,2025-07-01,78.8,Percentage,%,,,,
E07000194,Lichfield,Local Authority District,Gigabit capable broadband,2025-07-01,81.3,Percentage,%,,,,
E07000195,Newcastle-under-Lyme,Local Authority District,Gigabit capable broadband,2025-07-01,83.0,Percentage,%,,,,
E07000196,South Staffordshire,Local Authority District,Gigabit capable broadband,2025-07-01,81.9,Percentage,%,,,,
E07000197,Stafford,Local Authority District,Gigabit capable broadband,2025-07-01,82.4,Percentage,%,,,,
E07000198,Staffordshire Moorlands,Local Authority District,Gigabit capable broadband,2025-07-01,71.1,Percentage,%,,,,
E07000199,Tamworth,Local Authority District,Gigabit capable broadband,2025-07-01,93.4,Percentage,%,,,,
E10000031,Warwickshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,85.2,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000218,North Warwickshire,Local Authority District,Gigabit capable broadband,2025-07-01,68.5,Percentage,%,,,,
E07000219,Nuneaton and Bedworth,Local Authority District,Gigabit capable broadband,2025-07-01,93.2,Percentage,%,,,,
E07000220,Rugby,Local Authority District,Gigabit capable broadband,2025-07-01,90.8,Percentage,%,,,,
E07000221,Stratford-on-Avon,Local Authority District,Gigabit capable broadband,2025-07-01,83.6,Percentage,%,,,,
E07000222,Warwick,Local Authority District,Gigabit capable broadband,2025-07-01,82.8,Percentage,%,,,,
E47000007,West Midlands,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,95.7,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000025,Birmingham,Local Authority District,Gigabit capable broadband,2025-07-01,94.9,Percentage,%,,,,
E08000026,Coventry,Local Authority District,Gigabit capable broadband,2025-07-01,97.3,Percentage,%,,,,
E08000027,Dudley,Local Authority District,Gigabit capable broadband,2025-07-01,97.0,Percentage,%,,,,
E08000028,Sandwell,Local Authority District,Gigabit capable broadband,2025-07-01,96.1,Percentage,%,,,,
E08000029,Solihull,Local Authority District,Gigabit capable broadband,2025-07-01,94.9,Percentage,%,,,,
E08000030,Walsall,Local Authority District,Gigabit capable broadband,2025-07-01,93.7,Percentage,%,,,,
E08000031,Wolverhampton,Local Authority District,Gigabit capable broadband,2025-07-01,98.1,Percentage,%,,,,
E10000034,Worcestershire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,83.8,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000234,Bromsgrove,Local Authority District,Gigabit capable broadband,2025-07-01,84.0,Percentage,%,,,,
E07000235,Malvern Hills,Local Authority District,Gigabit capable broadband,2025-07-01,71.0,Percentage,%,,,,
E07000236,Redditch,Local Authority District,Gigabit capable broadband,2025-07-01,90.6,Percentage,%,,,,
E07000237,Worcester,Local Authority District,Gigabit capable broadband,2025-07-01,92.8,Percentage,%,,,,
E07000238,Wychavon,Local Authority District,Gigabit capable broadband,2025-07-01,77.9,Percentage,%,,,,
E07000239,Wyre Forest,Local Authority District,Gigabit capable broadband,2025-07-01,87.0,Percentage,%,,,,
E12000006,East of England,Region,Gigabit capable broadband,2025-07-01,83.6,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000055,Bedford,County or Unitary Authority,Gigabit capable broadband,2025-07-01,83.8,Percentage,%,,,,
E06000056,Central Bedfordshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,82.7,Percentage,%,,,,
E06000032,Luton,County or Unitary Authority,Gigabit capable broadband,2025-07-01,98.0,Percentage,%,,,,
E06000031,Peterborough,County or Unitary Authority,Gigabit capable broadband,2025-07-01,95.4,Percentage,%,,,,
E06000033,Southend-on-Sea,County or Unitary Authority,Gigabit capable broadband,2025-07-01,98.3,Percentage,%,,,,
E06000034,Thurrock,County or Unitary Authority,Gigabit capable broadband,2025-07-01,92.7,Percentage,%,,,,
E10000003,Cambridgeshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,87.4,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,Gigabit capable broadband,2025-07-01,89.3,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000008,Cambridge,Local Authority District,Gigabit capable broadband,2025-07-01,94.1,Percentage,%,,,,
E07000009,East Cambridgeshire,Local Authority District,Gigabit capable broadband,2025-07-01,84.3,Percentage,%,,,,
E07000010,Fenland,Local Authority District,Gigabit capable broadband,2025-07-01,86.3,Percentage,%,,,,
E07000011,Huntingdonshire,Local Authority District,Gigabit capable broadband,2025-07-01,88.9,Percentage,%,,,,
E07000012,South Cambridgeshire,Local Authority District,Gigabit capable broadband,2025-07-01,82.9,Percentage,%,,,,
E10000012,Essex,County or Unitary Authority,Gigabit capable broadband,2025-07-01,84.7,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000066,Basildon,Local Authority District,Gigabit capable broadband,2025-07-01,91.5,Percentage,%,,,,
E07000067,Braintree,Local Authority District,Gigabit capable broadband,2025-07-01,89.9,Percentage,%,,,,
E07000068,Brentwood,Local Authority District,Gigabit capable broadband,2025-07-01,84.4,Percentage,%,,,,
E07000069,Castle Point,Local Authority District,Gigabit capable broadband,2025-07-01,81.8,Percentage,%,,,,
E07000070,Chelmsford,Local Authority District,Gigabit capable broadband,2025-07-01,86.3,Percentage,%,,,,
E07000071,Colchester,Local Authority District,Gigabit capable broadband,2025-07-01,81.3,Percentage,%,,,,
E07000072,Epping Forest,Local Authority District,Gigabit capable broadband,2025-07-01,87.8,Percentage,%,,,,
E07000073,Harlow,Local Authority District,Gigabit capable broadband,2025-07-01,89.5,Percentage,%,,,,
E07000074,Maldon,Local Authority District,Gigabit capable broadband,2025-07-01,81.8,Percentage,%,,,,
E07000075,Rochford,Local Authority District,Gigabit capable broadband,2025-07-01,80.4,Percentage,%,,,,
E07000076,Tendring,Local Authority District,Gigabit capable broadband,2025-07-01,77.0,Percentage,%,,,,
E07000077,Uttlesford,Local Authority District,Gigabit capable broadband,2025-07-01,80.0,Percentage,%,,,,
E10000015,Hertfordshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,88.3,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000095,Broxbourne,Local Authority District,Gigabit capable broadband,2025-07-01,91.5,Percentage,%,,,,
E07000096,Dacorum,Local Authority District,Gigabit capable broadband,2025-07-01,84.1,Percentage,%,,,,
E07000242,East Hertfordshire,Local Authority District,Gigabit capable broadband,2025-07-01,82.7,Percentage,%,,,,
E07000098,Hertsmere,Local Authority District,Gigabit capable broadband,2025-07-01,89.3,Percentage,%,,,,
E07000099,North Hertfordshire,Local Authority District,Gigabit capable broadband,2025-07-01,84.5,Percentage,%,,,,
E07000240,St Albans,Local Authority District,Gigabit capable broadband,2025-07-01,93.3,Percentage,%,,,,
E07000243,Stevenage,Local Authority District,Gigabit capable broadband,2025-07-01,91.8,Percentage,%,,,,
E07000102,Three Rivers,Local Authority District,Gigabit capable broadband,2025-07-01,91.3,Percentage,%,,,,
E07000103,Watford,Local Authority District,Gigabit capable broadband,2025-07-01,94.3,Percentage,%,,,,
E07000241,Welwyn Hatfield,Local Authority District,Gigabit capable broadband,2025-07-01,86.3,Percentage,%,,,,
E10000020,Norfolk,County or Unitary Authority,Gigabit capable broadband,2025-07-01,68.9,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000143,Breckland,Local Authority District,Gigabit capable broadband,2025-07-01,65.0,Percentage,%,,,,
E07000144,Broadland,Local Authority District,Gigabit capable broadband,2025-07-01,73.1,Percentage,%,,,,
E07000145,Great Yarmouth,Local Authority District,Gigabit capable broadband,2025-07-01,83.5,Percentage,%,,,,
E07000146,King's Lynn and West Norfolk,Local Authority District,Gigabit capable broadband,2025-07-01,61.3,Percentage,%,,,,
E07000147,North Norfolk,Local Authority District,Gigabit capable broadband,2025-07-01,49.1,Percentage,%,,,,
E07000148,Norwich,Local Authority District,Gigabit capable broadband,2025-07-01,88.8,Percentage,%,,,,
E07000149,South Norfolk,Local Authority District,Gigabit capable broadband,2025-07-01,68.0,Percentage,%,,,,
E10000029,Suffolk,County or Unitary Authority,Gigabit capable broadband,2025-07-01,78.4,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000200,Babergh,Local Authority District,Gigabit capable broadband,2025-07-01,71.8,Percentage,%,,,,
E07000244,East Suffolk,Local Authority District,Gigabit capable broadband,2025-07-01,82.1,Percentage,%,,,,
E07000202,Ipswich,Local Authority District,Gigabit capable broadband,2025-07-01,96.2,Percentage,%,,,,
E07000203,Mid Suffolk,Local Authority District,Gigabit capable broadband,2025-07-01,57.5,Percentage,%,,,,
E07000245,West Suffolk,Local Authority District,Gigabit capable broadband,2025-07-01,75.6,Percentage,%,,,,
E12000007,London,Region,Gigabit capable broadband,2025-07-01,90.4,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E09000007,Camden,Local Authority District,Gigabit capable broadband,2025-07-01,95.0,Percentage,%,,,,
E09000001,City of London,Local Authority District,Gigabit capable broadband,2025-07-01,82.7,Percentage,%,,,,
E09000012,Hackney,Local Authority District,Gigabit capable broadband,2025-07-01,91.5,Percentage,%,,,,
E09000013,Hammersmith and Fulham,Local Authority District,Gigabit capable broadband,2025-07-01,89.0,Percentage,%,,,,
E09000014,Haringey,Local Authority District,Gigabit capable broadband,2025-07-01,89.8,Percentage,%,,,,
E09000019,Islington,Local Authority District,Gigabit capable broadband,2025-07-01,94.7,Percentage,%,,,,
E09000020,Kensington and Chelsea,Local Authority District,Gigabit capable broadband,2025-07-01,93.6,Percentage,%,,,,
E09000022,Lambeth,Local Authority District,Gigabit capable broadband,2025-07-01,91.7,Percentage,%,,,,
E09000023,Lewisham,Local Authority District,Gigabit capable broadband,2025-07-01,90.0,Percentage,%,,,,
E09000025,Newham,Local Authority District,Gigabit capable broadband,2025-07-01,91.5,Percentage,%,,,,
E09000028,Southwark,Local Authority District,Gigabit capable broadband,2025-07-01,89.7,Percentage,%,,,,
E09000030,Tower Hamlets,Local Authority District,Gigabit capable broadband,2025-07-01,86.9,Percentage,%,,,,
E09000032,Wandsworth,Local Authority District,Gigabit capable broadband,2025-07-01,89.7,Percentage,%,,,,
E09000033,Westminster,Local Authority District,Gigabit capable broadband,2025-07-01,87.9,Percentage,%,,,,
E09000002,Barking and Dagenham,Local Authority District,Gigabit capable broadband,2025-07-01,95.3,Percentage,%,,,,
E09000003,Barnet,Local Authority District,Gigabit capable broadband,2025-07-01,78.7,Percentage,%,,,,
E09000004,Bexley,Local Authority District,Gigabit capable broadband,2025-07-01,93.2,Percentage,%,,,,
E09000005,Brent,Local Authority District,Gigabit capable broadband,2025-07-01,85.9,Percentage,%,,,,
E09000006,Bromley,Local Authority District,Gigabit capable broadband,2025-07-01,92.3,Percentage,%,,,,
E09000008,Croydon,Local Authority District,Gigabit capable broadband,2025-07-01,88.0,Percentage,%,,,,
E09000009,Ealing,Local Authority District,Gigabit capable broadband,2025-07-01,90.8,Percentage,%,,,,
E09000010,Enfield,Local Authority District,Gigabit capable broadband,2025-07-01,90.7,Percentage,%,,,,
E09000011,Greenwich,Local Authority District,Gigabit capable broadband,2025-07-01,89.1,Percentage,%,,,,
E09000015,Harrow,Local Authority District,Gigabit capable broadband,2025-07-01,89.4,Percentage,%,,,,
E09000016,Havering,Local Authority District,Gigabit capable broadband,2025-07-01,91.3,Percentage,%,,,,
E09000017,Hillingdon,Local Authority District,Gigabit capable broadband,2025-07-01,92.6,Percentage,%,,,,
E09000018,Hounslow,Local Authority District,Gigabit capable broadband,2025-07-01,91.3,Percentage,%,,,,
E09000021,Kingston upon Thames,Local Authority District,Gigabit capable broadband,2025-07-01,91.2,Percentage,%,,,,
E09000024,Merton,Local Authority District,Gigabit capable broadband,2025-07-01,95.0,Percentage,%,,,,
E09000026,Redbridge,Local Authority District,Gigabit capable broadband,2025-07-01,93.1,Percentage,%,,,,
E09000027,Richmond upon Thames,Local Authority District,Gigabit capable broadband,2025-07-01,90.4,Percentage,%,,,,
E09000029,Sutton,Local Authority District,Gigabit capable broadband,2025-07-01,91.7,Percentage,%,,,,
E09000031,Waltham Forest,Local Authority District,Gigabit capable broadband,2025-07-01,93.6,Percentage,%,,,,
E12000008,South East,Region,Gigabit capable broadband,2025-07-01,83.2,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000036,Bracknell Forest,County or Unitary Authority,Gigabit capable broadband,2025-07-01,97.1,Percentage,%,,,,
E06000043,Brighton and Hove,County or Unitary Authority,Gigabit capable broadband,2025-07-01,85.9,Percentage,%,,,,
E06000060,Buckinghamshire,County or Unitary Authority,Gigabit capable broadband,2025-07-01,79.3,Percentage,%,,,,
E06000046,Isle of Wight,County or Unitary Authority,Gigabit capable broadband,2025-07-01,85.9,Percentage,%,,,,
E06000035,Medway,County or Unitary Authority,Gigabit capable broadband,2025-07-01,89.6,Percentage,%,,,,
