AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,51.5,Percentage,%,,,,1,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,46.1,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,57.0,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,60.9,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,53.9,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,55.8,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,55.9,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,52.3,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,51.9,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,51.5,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,41.6,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,45.5,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,51.0,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,52.1,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,49.5,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,56.9,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,49.8,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,52.0,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,57.1,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,57.7,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,46.1,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,53.4,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,51.6,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,48.4,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,42.9,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,49.0,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,52.2,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,56.4,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,50.8,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,59.2,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,53.2,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,56.8,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,51.1,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,49.7,Percentage,%,,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,54.2,Percentage,%,,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,56.5,Percentage,%,,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,63.8,Percentage,%,,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,72.8,Percentage,%,,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,71.0,Percentage,%,,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,70.3,Percentage,%,,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,62.0,Percentage,%,,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,64.3,Percentage,%,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,61.0,Percentage,%,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,59.7,Percentage,%,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,61.8,Percentage,%,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,57.0,Percentage,%,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,53.7,Percentage,%,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,50.6,Percentage,%,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,54.8,Percentage,%,,,,1,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,63.3,Percentage,%,,,,1,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,45.7,Percentage,%,,,,1,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,50.8,Percentage,%,,,,1,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,49.9,Percentage,%,,,,1,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,51.4,Percentage,%,,,,1,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,52.6,Percentage,%,,,,1,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,60.9,Percentage,%,,,,1,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,58.8,Percentage,%,,,,1,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,56.0,Percentage,%,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,63.4,Percentage,%,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,56.1,Percentage,%,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,57.4,Percentage,%,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,58.1,Percentage,%,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,46.2,Percentage,%,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,50.3,Percentage,%,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,54.7,Percentage,%,,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,55.4,Percentage,%,,,,1,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022-01-01/P1Y,59.6,Percentage,%,,,,1,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016-01-01/P1Y,52.7,Percentage,%,,,,1,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017-01-01/P1Y,51.7,Percentage,%,,,,1,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018-01-01/P1Y,56.0,Percentage,%,,,,1,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019-01-01/P1Y,60.5,Percentage,%,,,,1,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020-01-01/P1Y,60.5,Percentage,%,,,,1,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021-01-01/P1Y,59.8,Percentage,%,,,,1,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023-01-01/P1Y,65.5,Percentage,%,,,,1,
