AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e23000030,hampshire,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,5.998590331,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000032,kent,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,7.341235487,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000031,surrey,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,2.769237756,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000033,sussex,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,4.868690445,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000029,thames-valley,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,7.225958533,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e12000009,south-west,region,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,8.370001843,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000036,avon-and-somerset,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,9.771889608,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000035,devon-and-cornwall,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,8.005829734,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000039,dorset,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,6.411401695,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000037,gloucestershire,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,12.41012998,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
e23000038,wiltshire,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,4.50207298,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
w92000004,wales,nation,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,7.888784345,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
w15000004,dyfed-powys,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,10.29005742,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
w15000002,gwent,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,8.451656525,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
w15000001,north-wales,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,8.664022215,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
w15000003,south-wales,police-force-area,Homicide Offences (rate per million population) (England and Wales),Homicide Offences (England and Wales),Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,6.292236638,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,-1,
