AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E47000017,Greater Lincolnshire,Combined Authority or City Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.6,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E06000012,North East Lincolnshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.2,Percentage,%,,,,1,
E06000013,North Lincolnshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.1,Percentage,%,,,,1,
E47000012,York and North Yorkshire,Combined Authority or City Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.5,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E06000014,York,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.9,Percentage,%,,,,1,
E06000065,North Yorkshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.9,Percentage,%,,,,1,
E47000002,South Yorkshire,Combined Authority or City Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.3,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E08000038,Barnsley,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.0,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E08000016,Barnsley,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.0,Percentage,%,,,,1,Obsolete code since 2025 (replaced by E08000038 Barnsley)
E08000017,Doncaster,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.0,Percentage,%,,,,1,
E08000018,Rotherham,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.8,Percentage,%,,,,1,
E08000039,Sheffield,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.9,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E08000019,Sheffield,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.9,Percentage,%,,,,1,Obsolete code since 2025 (replaced by E08000039 Sheffield)
E47000003,West Yorkshire,Combined Authority or City Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.6,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E08000032,Bradford,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.7,Percentage,%,,,,1,
E08000033,Calderdale,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.4,Percentage,%,,,,1,
E08000034,Kirklees,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.2,Percentage,%,,,,1,
E08000035,Leeds,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.4,Percentage,%,,,,1,
E08000036,Wakefield,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.2,Percentage,%,,,,1,
E12000004,East Midlands,Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.1,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E47000013,East Midlands,Combined Authority or City Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.7,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E06000015,Derby,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.2,Percentage,%,,,,1,
E06000016,Leicester,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.3,Percentage,%,,,,1,
E06000061,North Northamptonshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.8,Percentage,%,,,,1,
E06000018,Nottingham,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.8,Percentage,%,,,,1,
E06000017,Rutland,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.8,Percentage,%,,,,1,
E06000062,West Northamptonshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.3,Percentage,%,,,,1,
E10000007,Derbyshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.5,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000032,Amber Valley,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.2,Percentage,%,,,,1,
E07000033,Bolsover,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.8,Percentage,%,,,,1,
E07000034,Chesterfield,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.7,Percentage,%,,,,1,
E07000035,Derbyshire Dales,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,7.1,Percentage,%,,,,1,
E07000036,Erewash,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.0,Percentage,%,,,,1,
E07000037,High Peak,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.4,Percentage,%,,,,1,
E07000038,North East Derbyshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.8,Percentage,%,,,,1,
E07000039,South Derbyshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.5,Percentage,%,,,,1,
E10000018,Leicestershire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.6,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000129,Blaby,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.8,Percentage,%,,,,1,
E07000130,Charnwood,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.9,Percentage,%,,,,1,
E07000131,Harborough,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.0,Percentage,%,,,,1,
E07000132,Hinckley and Bosworth,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.3,Percentage,%,,,,1,
E07000133,Melton,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.7,Percentage,%,,,,1,
E07000134,North West Leicestershire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.8,Percentage,%,,,,1,
E07000135,Oadby and Wigston,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.2,Percentage,%,,,,1,
E10000019,Lincolnshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,5.6,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000136,Boston,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.4,Percentage,%,,,,1,
E07000137,East Lindsey,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,9.4,Percentage,%,,,,1,
E07000138,Lincoln,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.5,Percentage,%,,,,1,
E07000139,North Kesteven,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.0,Percentage,%,,,,1,
E07000140,South Holland,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,6.6,Percentage,%,,,,1,
E07000141,South Kesteven,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.1,Percentage,%,,,,1,
E07000142,West Lindsey,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,9.0,Percentage,%,,,,1,
E10000024,Nottinghamshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.5,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000170,Ashfield,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.3,Percentage,%,,,,1,
E07000171,Bassetlaw,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.8,Percentage,%,,,,1,
E07000172,Broxtowe,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.3,Percentage,%,,,,1,
E07000173,Gedling,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.9,Percentage,%,,,,1,
E07000174,Mansfield,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.7,Percentage,%,,,,1,
E07000175,Newark and Sherwood,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.5,Percentage,%,,,,1,
E07000176,Rushcliffe,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.8,Percentage,%,,,,1,
E12000005,West Midlands,Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.1,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E06000019,"Herefordshire, County of",County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,5.2,Percentage,%,,,,1,
E06000051,Shropshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,8.3,Percentage,%,,,,1,
E06000021,Stoke-on-Trent,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.0,Percentage,%,,,,1,
E06000020,Telford and Wrekin,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.7,Percentage,%,,,,1,
E10000028,Staffordshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.1,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000192,Cannock Chase,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.6,Percentage,%,,,,1,
E07000193,East Staffordshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.6,Percentage,%,,,,1,
E07000194,Lichfield,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.0,Percentage,%,,,,1,
E07000195,Newcastle-under-Lyme,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.8,Percentage,%,,,,1,
E07000196,South Staffordshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.9,Percentage,%,,,,1,
E07000197,Stafford,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.3,Percentage,%,,,,1,
E07000198,Staffordshire Moorlands,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,6.8,Percentage,%,,,,1,
E07000199,Tamworth,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.0,Percentage,%,,,,1,
E10000031,Warwickshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.3,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000218,North Warwickshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.1,Percentage,%,,,,1,
E07000219,Nuneaton and Bedworth,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.6,Percentage,%,,,,1,
E07000220,Rugby,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.4,Percentage,%,,,,1,
E07000221,Stratford-on-Avon,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.0,Percentage,%,,,,1,
E07000222,Warwick,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.8,Percentage,%,,,,1,
E47000007,West Midlands,Combined Authority or City Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.0,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E08000025,Birmingham,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.6,Percentage,%,,,,1,
E08000026,Coventry,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.6,Percentage,%,,,,1,
E08000027,Dudley,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.4,Percentage,%,,,,1,
E08000028,Sandwell,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.3,Percentage,%,,,,1,
E08000029,Solihull,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.3,Percentage,%,,,,1,
E08000030,Walsall,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.5,Percentage,%,,,,1,
E08000031,Wolverhampton,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.6,Percentage,%,,,,1,
E10000034,Worcestershire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.1,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000234,Bromsgrove,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.7,Percentage,%,,,,1,
E07000235,Malvern Hills,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.8,Percentage,%,,,,1,
E07000236,Redditch,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.7,Percentage,%,,,,1,
E07000237,Worcester,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.3,Percentage,%,,,,1,
E07000238,Wychavon,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.4,Percentage,%,,,,1,
E07000239,Wyre Forest,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.7,Percentage,%,,,,1,
E12000006,East of England,Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.0,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E06000055,Bedford,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.1,Percentage,%,,,,1,
E06000056,Central Bedfordshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.2,Percentage,%,,,,1,
E06000032,Luton,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.2,Percentage,%,,,,1,
E06000031,Peterborough,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.7,Percentage,%,,,,1,
E06000033,Southend-on-Sea,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.2,Percentage,%,,,,1,
E06000034,Thurrock,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.0,Percentage,%,,,,1,
E10000003,Cambridgeshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.0,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.7,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000008,Cambridge,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.6,Percentage,%,,,,1,
E07000009,East Cambridgeshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.5,Percentage,%,,,,1,
E07000010,Fenland,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.8,Percentage,%,,,,1,
E07000011,Huntingdonshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.7,Percentage,%,,,,1,
E07000012,South Cambridgeshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.5,Percentage,%,,,,1,
E10000012,Essex,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.8,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000066,Basildon,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.1,Percentage,%,,,,1,
E07000067,Braintree,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.5,Percentage,%,,,,1,
E07000068,Brentwood,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.7,Percentage,%,,,,1,
E07000069,Castle Point,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.5,Percentage,%,,,,1,
E07000070,Chelmsford,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.2,Percentage,%,,,,1,
E07000071,Colchester,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.8,Percentage,%,,,,1,
E07000072,Epping Forest,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.7,Percentage,%,,,,1,
E07000073,Harlow,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.4,Percentage,%,,,,1,
E07000074,Maldon,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.9,Percentage,%,,,,1,
E07000075,Rochford,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.7,Percentage,%,,,,1,
E07000076,Tendring,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.8,Percentage,%,,,,1,
E07000077,Uttlesford,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.9,Percentage,%,,,,1,
E10000015,Hertfordshire,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.6,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000095,Broxbourne,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.7,Percentage,%,,,,1,
E07000096,Dacorum,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.1,Percentage,%,,,,1,
E07000242,East Hertfordshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.7,Percentage,%,,,,1,
E07000098,Hertsmere,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.4,Percentage,%,,,,1,
E07000099,North Hertfordshire,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.0,Percentage,%,,,,1,
E07000240,St Albans,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.1,Percentage,%,,,,1,
E07000243,Stevenage,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.5,Percentage,%,,,,1,
E07000102,Three Rivers,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,1.6,Percentage,%,,,,1,
E07000103,Watford,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,0.3,Percentage,%,,,,1,
E07000241,Welwyn Hatfield,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,2.1,Percentage,%,,,,1,
E10000020,Norfolk,County or Unitary Authority,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.3,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures
E07000143,Breckland,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,4.6,Percentage,%,,,,1,
E07000144,Broadland,Local Authority District,Premises below 30Mbps,Premises below 30Mbps,2025-01-15,3.0,Percentage,%,,,,1,
