indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
male-healthy-life-expectancy,e12000001,north-east,region,59.53,yrs,Years,2016-01-01t00-00-00/p3y,58.85,60.21,
male-healthy-life-expectancy,e12000001,north-east,region,58.82,yrs,Years,2018-01-01t00-00-00/p3y,58.08,59.56,
male-healthy-life-expectancy,e12000001,north-east,region,59.39,yrs,Years,2014-01-01t00-00-00/p3y,58.73,60.05,
male-healthy-life-expectancy,e12000001,north-east,region,59.16,yrs,Years,2013-01-01t00-00-00/p3y,58.52,59.8,
male-healthy-life-expectancy,e12000001,north-east,region,59.1,yrs,Years,2012-01-01t00-00-00/p3y,58.48,59.72,
male-healthy-life-expectancy,e12000001,north-east,region,58.74,yrs,Years,2011-01-01t00-00-00/p3y,58.12,59.35,
male-healthy-life-expectancy,e12000001,north-east,region,59.57,yrs,Years,2015-01-01t00-00-00/p3y,58.9,60.25,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,56.53,yrs,Years,2021-01-01t00-00-00/p3y,53.91,59.15,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,57.51,yrs,Years,2020-01-01t00-00-00/p3y,55.24,59.78,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,58.84,yrs,Years,2019-01-01t00-00-00/p3y,56.58,61.09,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,58.62,yrs,Years,2018-01-01t00-00-00/p3y,56.25,60.99,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,59.52,yrs,Years,2017-01-01t00-00-00/p3y,57.14,61.91,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,59.42,yrs,Years,2016-01-01t00-00-00/p3y,57.0,61.84,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,58.49,yrs,Years,2014-01-01t00-00-00/p3y,56.15,60.83,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,57.11,yrs,Years,2013-01-01t00-00-00/p3y,54.75,59.47,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,57.7,yrs,Years,2012-01-01t00-00-00/p3y,55.54,59.87,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,57.89,yrs,Years,2011-01-01t00-00-00/p3y,55.75,60.04,
male-healthy-life-expectancy,e06000047,county-durham,county-or-unitary-authority,58.7,yrs,Years,2015-01-01t00-00-00/p3y,56.23,61.16,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,60.7,yrs,Years,2018-01-01t00-00-00/p3y,58.24,63.16,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,57.56,yrs,Years,2021-01-01t00-00-00/p3y,54.32,60.79,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,58.47,yrs,Years,2020-01-01t00-00-00/p3y,55.67,61.26,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,59.69,yrs,Years,2019-01-01t00-00-00/p3y,57.19,62.2,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,61.23,yrs,Years,2017-01-01t00-00-00/p3y,58.95,63.51,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,61.21,yrs,Years,2013-01-01t00-00-00/p3y,58.98,63.44,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,61.54,yrs,Years,2015-01-01t00-00-00/p3y,59.15,63.94,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,61.37,yrs,Years,2014-01-01t00-00-00/p3y,59.01,63.74,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,62.07,yrs,Years,2016-01-01t00-00-00/p3y,59.68,64.45,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,61.87,yrs,Years,2012-01-01t00-00-00/p3y,59.81,63.93,
male-healthy-life-expectancy,e06000005,darlington,county-or-unitary-authority,61.99,yrs,Years,2011-01-01t00-00-00/p3y,59.88,64.1,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,54.46,yrs,Years,2020-01-01t00-00-00/p3y,51.55,57.37,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,54.97,yrs,Years,2019-01-01t00-00-00/p3y,52.07,57.87,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,56.34,yrs,Years,2018-01-01t00-00-00/p3y,53.74,58.93,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,56.91,yrs,Years,2017-01-01t00-00-00/p3y,54.43,59.39,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,57.27,yrs,Years,2016-01-01t00-00-00/p3y,54.83,59.71,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,53.3,yrs,Years,2021-01-01t00-00-00/p3y,50.05,56.55,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,56.72,yrs,Years,2014-01-01t00-00-00/p3y,54.57,58.86,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,56.18,yrs,Years,2013-01-01t00-00-00/p3y,54.08,58.27,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,56.23,yrs,Years,2012-01-01t00-00-00/p3y,54.14,58.32,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,56.11,yrs,Years,2011-01-01t00-00-00/p3y,54.03,58.18,
male-healthy-life-expectancy,e06000001,hartlepool,county-or-unitary-authority,56.26,yrs,Years,2015-01-01t00-00-00/p3y,53.96,58.56,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,54.24,yrs,Years,2021-01-01t00-00-00/p3y,50.61,57.87,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,54.98,yrs,Years,2020-01-01t00-00-00/p3y,51.86,58.09,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,56.91,yrs,Years,2019-01-01t00-00-00/p3y,54.29,59.52,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,59.01,yrs,Years,2018-01-01t00-00-00/p3y,56.74,61.27,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,58.12,yrs,Years,2017-01-01t00-00-00/p3y,55.93,60.31,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,57.63,yrs,Years,2016-01-01t00-00-00/p3y,55.38,59.87,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,57.96,yrs,Years,2014-01-01t00-00-00/p3y,55.74,60.18,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,58.54,yrs,Years,2013-01-01t00-00-00/p3y,56.29,60.78,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,58.37,yrs,Years,2012-01-01t00-00-00/p3y,56.17,60.58,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,57.67,yrs,Years,2011-01-01t00-00-00/p3y,55.57,59.76,
male-healthy-life-expectancy,e06000002,middlesbrough,county-or-unitary-authority,57.65,yrs,Years,2015-01-01t00-00-00/p3y,55.38,59.93,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,61.57,yrs,Years,2018-01-01t00-00-00/p3y,59.15,63.99,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,60.58,yrs,Years,2021-01-01t00-00-00/p3y,57.44,63.72,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,60.78,yrs,Years,2020-01-01t00-00-00/p3y,58.04,63.51,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,61.52,yrs,Years,2019-01-01t00-00-00/p3y,58.97,64.06,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,62.15,yrs,Years,2017-01-01t00-00-00/p3y,59.98,64.31,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,63.79,yrs,Years,2013-01-01t00-00-00/p3y,61.86,65.72,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,64.16,yrs,Years,2015-01-01t00-00-00/p3y,62.05,66.27,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,62.13,yrs,Years,2011-01-01t00-00-00/p3y,60.18,64.09,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,62.38,yrs,Years,2012-01-01t00-00-00/p3y,60.45,64.3,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,62.63,yrs,Years,2016-01-01t00-00-00/p3y,60.52,64.73,
male-healthy-life-expectancy,e06000057,northumberland,county-or-unitary-authority,63.39,yrs,Years,2014-01-01t00-00-00/p3y,61.23,65.55,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,55.62,yrs,Years,2020-01-01t00-00-00/p3y,52.47,58.76,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,56.32,yrs,Years,2019-01-01t00-00-00/p3y,53.53,59.12,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,57.36,yrs,Years,2018-01-01t00-00-00/p3y,54.77,59.95,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,59.59,yrs,Years,2017-01-01t00-00-00/p3y,57.25,61.94,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,59.86,yrs,Years,2016-01-01t00-00-00/p3y,57.37,62.36,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,55.52,yrs,Years,2021-01-01t00-00-00/p3y,51.98,59.05,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,58.68,yrs,Years,2014-01-01t00-00-00/p3y,56.21,61.14,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,58.98,yrs,Years,2013-01-01t00-00-00/p3y,56.71,61.24,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,59.86,yrs,Years,2012-01-01t00-00-00/p3y,57.69,62.04,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,58.94,yrs,Years,2011-01-01t00-00-00/p3y,56.71,61.18,
male-healthy-life-expectancy,e06000003,redcar-and-cleveland,county-or-unitary-authority,58.88,yrs,Years,2015-01-01t00-00-00/p3y,56.26,61.5,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,56.52,yrs,Years,2021-01-01t00-00-00/p3y,53.39,59.66,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,56.45,yrs,Years,2020-01-01t00-00-00/p3y,53.72,59.17,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,58.06,yrs,Years,2019-01-01t00-00-00/p3y,55.51,60.62,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,59.6,yrs,Years,2018-01-01t00-00-00/p3y,57.14,62.06,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,57.92,yrs,Years,2017-01-01t00-00-00/p3y,55.45,60.38,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,58.98,yrs,Years,2016-01-01t00-00-00/p3y,56.49,61.47,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,60.12,yrs,Years,2014-01-01t00-00-00/p3y,57.54,62.7,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,60.9,yrs,Years,2013-01-01t00-00-00/p3y,58.58,63.22,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,60.92,yrs,Years,2011-01-01t00-00-00/p3y,58.79,63.05,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,58.95,yrs,Years,2015-01-01t00-00-00/p3y,56.18,61.72,
male-healthy-life-expectancy,e06000004,stockton-on-tees,county-or-unitary-authority,61.28,yrs,Years,2012-01-01t00-00-00/p3y,59.11,63.45,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,55.76,yrs,Years,2021-01-01t00-00-00/p3y,52.55,58.97,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,58.75,yrs,Years,2017-01-01t00-00-00/p3y,56.14,61.37,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,54.62,yrs,Years,2020-01-01t00-00-00/p3y,51.42,57.81,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,56.32,yrs,Years,2019-01-01t00-00-00/p3y,53.39,59.26,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,57.93,yrs,Years,2018-01-01t00-00-00/p3y,54.98,60.89,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,58.98,yrs,Years,2016-01-01t00-00-00/p3y,56.48,61.47,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,59.09,yrs,Years,2014-01-01t00-00-00/p3y,56.78,61.41,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,57.44,yrs,Years,2013-01-01t00-00-00/p3y,54.98,59.89,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,57.94,yrs,Years,2012-01-01t00-00-00/p3y,55.65,60.24,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,57.15,yrs,Years,2011-01-01t00-00-00/p3y,54.91,59.39,
male-healthy-life-expectancy,e08000037,gateshead,local-authority-district,58.79,yrs,Years,2015-01-01t00-00-00/p3y,56.34,61.24,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,59.7,yrs,Years,2020-01-01t00-00-00/p3y,56.85,62.56,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,61.3,yrs,Years,2019-01-01t00-00-00/p3y,58.6,64.0,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,59.9,yrs,Years,2018-01-01t00-00-00/p3y,57.24,62.56,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,59.95,yrs,Years,2017-01-01t00-00-00/p3y,57.37,62.53,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,58.99,yrs,Years,2016-01-01t00-00-00/p3y,56.56,61.42,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,58.61,yrs,Years,2021-01-01t00-00-00/p3y,55.44,61.78,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,58.88,yrs,Years,2014-01-01t00-00-00/p3y,56.51,61.25,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,59.41,yrs,Years,2013-01-01t00-00-00/p3y,57.2,61.61,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,58.85,yrs,Years,2012-01-01t00-00-00/p3y,56.62,61.08,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,58.6,yrs,Years,2011-01-01t00-00-00/p3y,56.37,60.83,
male-healthy-life-expectancy,e08000021,newcastle-upon-tyne,local-authority-district,58.91,yrs,Years,2015-01-01t00-00-00/p3y,56.54,61.28,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,57.9,yrs,Years,2021-01-01t00-00-00/p3y,54.34,61.46,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,58.14,yrs,Years,2020-01-01t00-00-00/p3y,54.75,61.53,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,59.42,yrs,Years,2019-01-01t00-00-00/p3y,56.4,62.43,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,59.56,yrs,Years,2018-01-01t00-00-00/p3y,56.73,62.38,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,60.44,yrs,Years,2017-01-01t00-00-00/p3y,57.86,63.01,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,60.79,yrs,Years,2016-01-01t00-00-00/p3y,58.39,63.19,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,60.26,yrs,Years,2014-01-01t00-00-00/p3y,58.0,62.52,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,60.13,yrs,Years,2013-01-01t00-00-00/p3y,57.84,62.42,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,59.7,yrs,Years,2012-01-01t00-00-00/p3y,57.31,62.09,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,58.79,yrs,Years,2011-01-01t00-00-00/p3y,56.36,61.21,
male-healthy-life-expectancy,e08000022,north-tyneside,local-authority-district,60.98,yrs,Years,2015-01-01t00-00-00/p3y,58.67,63.3,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,57.18,yrs,Years,2018-01-01t00-00-00/p3y,54.31,60.06,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,56.4,yrs,Years,2021-01-01t00-00-00/p3y,53.03,59.78,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,57.1,yrs,Years,2020-01-01t00-00-00/p3y,54.0,60.2,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,58.89,yrs,Years,2019-01-01t00-00-00/p3y,56.04,61.74,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,58.78,yrs,Years,2017-01-01t00-00-00/p3y,56.22,61.34,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,57.51,yrs,Years,2013-01-01t00-00-00/p3y,55.33,59.68,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,59.13,yrs,Years,2015-01-01t00-00-00/p3y,56.81,61.45,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,57.33,yrs,Years,2011-01-01t00-00-00/p3y,55.23,59.42,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,57.96,yrs,Years,2012-01-01t00-00-00/p3y,55.9,60.03,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,58.66,yrs,Years,2016-01-01t00-00-00/p3y,56.22,61.1,
male-healthy-life-expectancy,e08000023,south-tyneside,local-authority-district,57.99,yrs,Years,2014-01-01t00-00-00/p3y,55.75,60.23,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,55.0,yrs,Years,2021-01-01t00-00-00/p3y,52.05,57.96,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,55.73,yrs,Years,2020-01-01t00-00-00/p3y,52.92,58.53,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,55.65,yrs,Years,2019-01-01t00-00-00/p3y,52.88,58.42,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,56.85,yrs,Years,2017-01-01t00-00-00/p3y,54.5,59.19,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,57.25,yrs,Years,2016-01-01t00-00-00/p3y,55.01,59.49,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,55.53,yrs,Years,2018-01-01t00-00-00/p3y,52.78,58.28,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,57.81,yrs,Years,2014-01-01t00-00-00/p3y,55.52,60.09,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,57.88,yrs,Years,2013-01-01t00-00-00/p3y,55.68,60.08,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,57.4,yrs,Years,2012-01-01t00-00-00/p3y,55.23,59.56,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,56.9,yrs,Years,2011-01-01t00-00-00/p3y,54.79,59.0,
male-healthy-life-expectancy,e08000024,sunderland,local-authority-district,58.11,yrs,Years,2015-01-01t00-00-00/p3y,55.85,60.37,
male-healthy-life-expectancy,e12000002,north-west,region,61.51,yrs,Years,2018-01-01t00-00-00/p3y,61.02,61.99,
male-healthy-life-expectancy,e12000002,north-west,region,59.07,yrs,Years,2021-01-01t00-00-00/p3y,58.38,59.75,
male-healthy-life-expectancy,e12000002,north-west,region,59.92,yrs,Years,2020-01-01t00-00-00/p3y,59.31,60.52,
male-healthy-life-expectancy,e12000002,north-west,region,60.98,yrs,Years,2019-01-01t00-00-00/p3y,60.44,61.52,
male-healthy-life-expectancy,e12000002,north-west,region,61.65,yrs,Years,2017-01-01t00-00-00/p3y,61.19,62.11,
male-healthy-life-expectancy,e12000002,north-west,region,60.62,yrs,Years,2012-01-01t00-00-00/p3y,60.18,61.06,
male-healthy-life-expectancy,e12000002,north-west,region,61.14,yrs,Years,2015-01-01t00-00-00/p3y,60.68,61.59,
male-healthy-life-expectancy,e12000002,north-west,region,60.82,yrs,Years,2014-01-01t00-00-00/p3y,60.37,61.27,
male-healthy-life-expectancy,e12000002,north-west,region,60.71,yrs,Years,2013-01-01t00-00-00/p3y,60.27,61.16,
male-healthy-life-expectancy,e12000002,north-west,region,60.7,yrs,Years,2011-01-01t00-00-00/p3y,60.27,61.14,
male-healthy-life-expectancy,e12000002,north-west,region,61.61,yrs,Years,2016-01-01t00-00-00/p3y,61.16,62.06,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,57.4,yrs,Years,2019-01-01t00-00-00/p3y,54.79,60.02,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,56.18,yrs,Years,2021-01-01t00-00-00/p3y,52.36,60.01,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,56.21,yrs,Years,2020-01-01t00-00-00/p3y,52.82,59.59,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,59.55,yrs,Years,2017-01-01t00-00-00/p3y,57.42,61.68,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,58.74,yrs,Years,2018-01-01t00-00-00/p3y,56.5,60.98,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,58.79,yrs,Years,2016-01-01t00-00-00/p3y,56.75,60.84,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,57.81,yrs,Years,2014-01-01t00-00-00/p3y,55.62,60.0,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,57.88,yrs,Years,2015-01-01t00-00-00/p3y,55.75,60.02,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,57.06,yrs,Years,2013-01-01t00-00-00/p3y,54.8,59.32,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,57.05,yrs,Years,2012-01-01t00-00-00/p3y,54.84,59.26,
male-healthy-life-expectancy,e06000008,blackburn-with-darwen,county-or-unitary-authority,56.49,yrs,Years,2011-01-01t00-00-00/p3y,54.29,58.68,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,51.94,yrs,Years,2020-01-01t00-00-00/p3y,48.79,55.08,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,53.31,yrs,Years,2019-01-01t00-00-00/p3y,50.66,55.95,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,54.33,yrs,Years,2018-01-01t00-00-00/p3y,51.94,56.71,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,54.74,yrs,Years,2017-01-01t00-00-00/p3y,52.48,57.0,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,55.1,yrs,Years,2016-01-01t00-00-00/p3y,52.82,57.38,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,51.75,yrs,Years,2021-01-01t00-00-00/p3y,48.51,54.98,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,54.99,yrs,Years,2014-01-01t00-00-00/p3y,52.66,57.33,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,55.58,yrs,Years,2013-01-01t00-00-00/p3y,53.28,57.87,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,55.55,yrs,Years,2012-01-01t00-00-00/p3y,53.32,57.79,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,55.31,yrs,Years,2011-01-01t00-00-00/p3y,53.14,57.49,
male-healthy-life-expectancy,e06000009,blackpool,county-or-unitary-authority,55.07,yrs,Years,2015-01-01t00-00-00/p3y,52.8,57.34,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,64.97,yrs,Years,2021-01-01t00-00-00/p3y,61.43,68.5,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,66.09,yrs,Years,2020-01-01t00-00-00/p3y,63.28,68.9,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,68.15,yrs,Years,2019-01-01t00-00-00/p3y,65.64,70.65,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,67.15,yrs,Years,2018-01-01t00-00-00/p3y,64.62,69.67,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,66.82,yrs,Years,2017-01-01t00-00-00/p3y,64.17,69.46,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,67.41,yrs,Years,2016-01-01t00-00-00/p3y,64.85,69.96,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,65.41,yrs,Years,2014-01-01t00-00-00/p3y,62.85,67.97,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,65.93,yrs,Years,2013-01-01t00-00-00/p3y,63.35,68.52,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,66.4,yrs,Years,2012-01-01t00-00-00/p3y,63.99,68.82,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,66.53,yrs,Years,2011-01-01t00-00-00/p3y,64.13,68.92,
male-healthy-life-expectancy,e06000049,cheshire-east,county-or-unitary-authority,67.4,yrs,Years,2015-01-01t00-00-00/p3y,65.05,69.74,
