areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes
E06000047,County Durham,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,14.8,Percentage,%,,,,
E06000005,Darlington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,10.5,Percentage,%,,,,
E06000005,Darlington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000005,Darlington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,30.1,Percentage,%,,,,
E06000005,Darlington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,8.7,Percentage,%,,,,
E06000005,Darlington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,15.2,Percentage,%,,,,
E06000005,Darlington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,19,Percentage,%,,,,
E06000005,Darlington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,11.6,Percentage,%,,,,
E06000001,Hartlepool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,8,Percentage,%,,,,
E06000001,Hartlepool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,17.8,Percentage,%,,,,
E06000001,Hartlepool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,12.5,Percentage,%,,,,
E06000001,Hartlepool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,11.7,Percentage,%,,,,
E06000001,Hartlepool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,31.6,Percentage,%,,,,
E06000001,Hartlepool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000001,Hartlepool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,9.8,Percentage,%,,,,
E06000002,Middlesbrough,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,13.1,Percentage,%,,,,
E06000002,Middlesbrough,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,11.3,Percentage,%,,,,
E06000002,Middlesbrough,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000002,Middlesbrough,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,17.7,Percentage,%,,,,
E06000002,Middlesbrough,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,22.4,Percentage,%,,,,
E06000002,Middlesbrough,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,32.3,Percentage,%,,,,
E06000002,Middlesbrough,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,19.2,Percentage,%,,,,
E06000057,Northumberland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,22.5,Percentage,%,,,,
E06000057,Northumberland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,20.1,Percentage,%,,,,
E06000057,Northumberland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,14.7,Percentage,%,,,,
E06000057,Northumberland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,35.7,Percentage,%,,,,
E06000057,Northumberland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000057,Northumberland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,15,Percentage,%,,,,
E06000057,Northumberland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,13.9,Percentage,%,,,,
E06000003,Redcar and Cleveland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,17.5,Percentage,%,,,,
E06000003,Redcar and Cleveland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000003,Redcar and Cleveland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,24.7,Percentage,%,,,,
E06000003,Redcar and Cleveland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,18.1,Percentage,%,,,,
E06000003,Redcar and Cleveland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,17.5,Percentage,%,,,,
E06000003,Redcar and Cleveland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,19.8,Percentage,%,,,,
E06000003,Redcar and Cleveland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,17.6,Percentage,%,,,,
E06000004,Stockton-on-Tees,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,8.2,Percentage,%,,,,
E06000004,Stockton-on-Tees,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000004,Stockton-on-Tees,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,35.1,Percentage,%,,,,
E06000004,Stockton-on-Tees,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,7.3,Percentage,%,,,,
E06000004,Stockton-on-Tees,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,18.2,Percentage,%,,,,
E06000004,Stockton-on-Tees,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,21.4,Percentage,%,,,,
E06000004,Stockton-on-Tees,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,18.5,Percentage,%,,,,
E08000037,Gateshead,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,19.8,Percentage,%,,,,
E08000037,Gateshead,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,19,Percentage,%,,,,
E08000037,Gateshead,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,18.6,Percentage,%,,,,
E08000037,Gateshead,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,24.1,Percentage,%,,,,
E08000037,Gateshead,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000037,Gateshead,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,10.3,Percentage,%,,,,
E08000037,Gateshead,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,6.7,Percentage,%,,,,
E08000021,Newcastle upon Tyne,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,12.6,Percentage,%,,,,
E08000021,Newcastle upon Tyne,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,11.6,Percentage,%,,,,
E08000021,Newcastle upon Tyne,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000021,Newcastle upon Tyne,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,19.2,Percentage,%,,,,
E08000021,Newcastle upon Tyne,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,16.9,Percentage,%,,,,
E08000021,Newcastle upon Tyne,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,19.9,Percentage,%,,,,
E08000021,Newcastle upon Tyne,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,28.7,Percentage,%,,,,
E08000022,North Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,26.6,Percentage,%,,,,
E08000022,North Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,22.5,Percentage,%,,,,
E08000022,North Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,16,Percentage,%,,,,
E08000022,North Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,24.6,Percentage,%,,,,
E08000022,North Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000022,North Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,9.4,Percentage,%,,,,
E08000022,North Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,11.3,Percentage,%,,,,
E08000023,South Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,11.6,Percentage,%,,,,
E08000023,South Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000023,South Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,18.4,Percentage,%,,,,
E08000023,South Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,9.5,Percentage,%,,,,
E08000023,South Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,13.2,Percentage,%,,,,
E08000023,South Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,22.2,Percentage,%,,,,
E08000023,South Tyneside,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,12.9,Percentage,%,,,,
E08000024,Sunderland,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,15.5,Percentage,%,,,,
E08000024,Sunderland,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000024,Sunderland,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,32.8,Percentage,%,,,,
E08000024,Sunderland,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,9.9,Percentage,%,,,,
E08000024,Sunderland,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,21.4,Percentage,%,,,,
E08000024,Sunderland,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,14.6,Percentage,%,,,,
E08000024,Sunderland,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,18.5,Percentage,%,,,,
E12000002,North West,Region,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,20.9,Percentage,%,,,,
E12000002,North West,Region,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,20.4,Percentage,%,,,,
E12000002,North West,Region,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,19.3,Percentage,%,,,,
E12000002,North West,Region,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,34.5,Percentage,%,,,,
E12000002,North West,Region,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E12000002,North West,Region,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,13,Percentage,%,,,,
E12000002,North West,Region,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,11.8,Percentage,%,,,,
E06000008,Blackburn with Darwen,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,14.6,Percentage,%,,,,
E06000008,Blackburn with Darwen,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000008,Blackburn with Darwen,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,12.7,Percentage,%,,,,
E06000008,Blackburn with Darwen,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,39.1,Percentage,%,,,,
E06000008,Blackburn with Darwen,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,19.4,Percentage,%,,,,
E06000008,Blackburn with Darwen,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,27.9,Percentage,%,,,,
E06000008,Blackburn with Darwen,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,24.9,Percentage,%,,,,
E06000009,Blackpool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,21.7,Percentage,%,,,,
E06000009,Blackpool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,25,Percentage,%,,,,
E06000009,Blackpool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,19.4,Percentage,%,,,,
E06000009,Blackpool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,40.2,Percentage,%,,,,
E06000009,Blackpool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000009,Blackpool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,13.4,Percentage,%,,,,
E06000009,Blackpool,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,13.5,Percentage,%,,,,
E06000049,Cheshire East,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,10.8,Percentage,%,,,,
E06000049,Cheshire East,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000049,Cheshire East,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,36.9,Percentage,%,,,,
E06000049,Cheshire East,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,10.5,Percentage,%,,,,
E06000049,Cheshire East,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,19.3,Percentage,%,,,,
E06000049,Cheshire East,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,20,Percentage,%,,,,
E06000049,Cheshire East,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,16,Percentage,%,,,,
E06000050,Cheshire West and Chester,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,10.8,Percentage,%,,,,
E06000050,Cheshire West and Chester,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000050,Cheshire West and Chester,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,40.5,Percentage,%,,,,
E06000050,Cheshire West and Chester,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,12.6,Percentage,%,,,,
E06000050,Cheshire West and Chester,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,18.1,Percentage,%,,,,
E06000050,Cheshire West and Chester,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,17.5,Percentage,%,,,,
E06000050,Cheshire West and Chester,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,18.1,Percentage,%,,,,
E06000006,Halton,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,16.6,Percentage,%,,,,
E06000006,Halton,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,16.8,Percentage,%,,,,
E06000006,Halton,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,17.6,Percentage,%,,,,
E06000006,Halton,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,41.9,Percentage,%,,,,
E06000006,Halton,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000006,Halton,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,13.4,Percentage,%,,,,
E06000006,Halton,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,10.3,Percentage,%,,,,
E06000007,Warrington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,10.7,Percentage,%,,,,
E06000007,Warrington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,12.4,Percentage,%,,,,
E06000007,Warrington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E06000007,Warrington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,25.9,Percentage,%,,,,
E06000007,Warrington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,22.4,Percentage,%,,,,
E06000007,Warrington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,26.4,Percentage,%,,,,
E06000007,Warrington,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,24.6,Percentage,%,,,,
E10000006,Cumbria,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,13.8,Percentage,%,,,,Obsolete code since 2023 (replaced by E06000063 Cumberland and E06000064 Westmorland and Furness)
E10000006,Cumbria,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,14.9,Percentage,%,,,,Obsolete code since 2023 (replaced by E06000063 Cumberland and E06000064 Westmorland and Furness)
E10000006,Cumbria,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,21.5,Percentage,%,,,,Obsolete code since 2023 (replaced by E06000063 Cumberland and E06000064 Westmorland and Furness)
E10000006,Cumbria,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,Obsolete code since 2023 (replaced by E06000063 Cumberland and E06000064 Westmorland and Furness)
E10000006,Cumbria,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,8.1,Percentage,%,,,,Obsolete code since 2023 (replaced by E06000063 Cumberland and E06000064 Westmorland and Furness)
E10000006,Cumbria,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,9,Percentage,%,,,,Obsolete code since 2023 (replaced by E06000063 Cumberland and E06000064 Westmorland and Furness)
E06000063,Cumberland,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,21,Percentage,%,,,,
E06000064,Westmorland and Furness,County or Unitary Authority,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,20.6,Percentage,%,,,,
E08000001,Bolton,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,9.1,Percentage,%,,,,
E08000001,Bolton,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,14.3,Percentage,%,,,,
E08000001,Bolton,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000001,Bolton,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,25.1,Percentage,%,,,,
E08000001,Bolton,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,17.6,Percentage,%,,,,
E08000001,Bolton,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,22.6,Percentage,%,,,,
E08000001,Bolton,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,35.6,Percentage,%,,,,
E08000002,Bury,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,7.8,Percentage,%,,,,
E08000002,Bury,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,11.3,Percentage,%,,,,
E08000002,Bury,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000002,Bury,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,18.4,Percentage,%,,,,
E08000002,Bury,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,23.3,Percentage,%,,,,
E08000002,Bury,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,25,Percentage,%,,,,
E08000002,Bury,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,36.1,Percentage,%,,,,
E08000003,Manchester,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,23.5,Percentage,%,,,,
E08000003,Manchester,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,21.6,Percentage,%,,,,
E08000003,Manchester,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,21.7,Percentage,%,,,,
E08000003,Manchester,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,37.6,Percentage,%,,,,
E08000003,Manchester,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000003,Manchester,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,15.2,Percentage,%,,,,
E08000003,Manchester,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,13.8,Percentage,%,,,,
E08000004,Oldham,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,16.7,Percentage,%,,,,
E08000004,Oldham,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,13.7,Percentage,%,,,,
E08000004,Oldham,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,31.6,Percentage,%,,,,
E08000004,Oldham,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000004,Oldham,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,19.9,Percentage,%,,,,
E08000004,Oldham,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,15.2,Percentage,%,,,,
E08000004,Oldham,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,20.7,Percentage,%,,,,
E08000005,Rochdale,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,25.3,Percentage,%,,,,
E08000005,Rochdale,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,20.2,Percentage,%,,,,
E08000005,Rochdale,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,19.3,Percentage,%,,,,
E08000005,Rochdale,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,32.6,Percentage,%,,,,
E08000005,Rochdale,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000005,Rochdale,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,14.5,Percentage,%,,,,
E08000005,Rochdale,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,10.3,Percentage,%,,,,
E08000006,Salford,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,14.4,Percentage,%,,,,
E08000006,Salford,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000006,Salford,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,45.4,Percentage,%,,,,
E08000006,Salford,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,11.9,Percentage,%,,,,
E08000006,Salford,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,24.5,Percentage,%,,,,
E08000006,Salford,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,20.9,Percentage,%,,,,
E08000006,Salford,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,20.3,Percentage,%,,,,
E08000007,Stockport,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,14.9,Percentage,%,,,,
E08000007,Stockport,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000007,Stockport,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,22.8,Percentage,%,,,,
E08000007,Stockport,Local Authority District,Persistent absences for pupils looked after by local authorities,2017-04-01/P1Y,14.5,Percentage,%,,,,
E08000007,Stockport,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,24.6,Percentage,%,,,,
E08000007,Stockport,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,20.7,Percentage,%,,,,
E08000007,Stockport,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,21,Percentage,%,,,,
E08000008,Tameside,Local Authority District,Persistent absences for pupils looked after by local authorities,2023-04-01/P1Y,20.8,Percentage,%,,,,
E08000008,Tameside,Local Authority District,Persistent absences for pupils looked after by local authorities,2022-04-01/P1Y,22.9,Percentage,%,,,,
E08000008,Tameside,Local Authority District,Persistent absences for pupils looked after by local authorities,2021-04-01/P1Y,19.5,Percentage,%,,,,
E08000008,Tameside,Local Authority District,Persistent absences for pupils looked after by local authorities,2020-04-01/P1Y,35.5,Percentage,%,,,,
E08000008,Tameside,Local Authority District,Persistent absences for pupils looked after by local authorities,2019-04-01/P1Y,,Percentage,%,,,x,
E08000008,Tameside,Local Authority District,Persistent absences for pupils looked after by local authorities,2018-04-01/P1Y,17.3,Percentage,%,,,,
