areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes
E06000007,Warrington,County or Unitary Authority,5G coverage,2025-07-01,99.99,Percentage,%,,,,
E06000063,Cumberland,County or Unitary Authority,5G coverage,2025-07-01,63.08,Percentage,%,,,,
E06000064,Westmorland and Furness,County or Unitary Authority,5G coverage,2025-07-01,61.15,Percentage,%,,,,
E47000001,Greater Manchester,Combined Authority or City Region,5G coverage,2025-07-01,98.82,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000001,Bolton,Local Authority District,5G coverage,2025-07-01,99.79,Percentage,%,,,,
E08000002,Bury,Local Authority District,5G coverage,2025-07-01,99.54,Percentage,%,,,,
E08000003,Manchester,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000004,Oldham,Local Authority District,5G coverage,2025-07-01,91.86,Percentage,%,,,,
E08000005,Rochdale,Local Authority District,5G coverage,2025-07-01,99.08,Percentage,%,,,,
E08000006,Salford,Local Authority District,5G coverage,2025-07-01,99.95,Percentage,%,,,,
E08000007,Stockport,Local Authority District,5G coverage,2025-07-01,99.79,Percentage,%,,,,
E08000008,Tameside,Local Authority District,5G coverage,2025-07-01,99.11,Percentage,%,,,,
E08000009,Trafford,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000010,Wigan,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E47000018,Lancashire,Combined Authority or City Region,5G coverage,2025-07-01,87.82,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E10000017,Lancashire,County or Unitary Authority,5G coverage,2025-07-01,87.48,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000117,Burnley,Local Authority District,5G coverage,2025-07-01,92.92,Percentage,%,,,,
E07000118,Chorley,Local Authority District,5G coverage,2025-07-01,98.32,Percentage,%,,,,
E07000119,Fylde,Local Authority District,5G coverage,2025-07-01,98.34,Percentage,%,,,,
E07000120,Hyndburn,Local Authority District,5G coverage,2025-07-01,99.93,Percentage,%,,,,
E07000121,Lancaster,Local Authority District,5G coverage,2025-07-01,81.94,Percentage,%,,,,
E07000122,Pendle,Local Authority District,5G coverage,2025-07-01,93.09,Percentage,%,,,,
E07000123,Preston,Local Authority District,5G coverage,2025-07-01,96.48,Percentage,%,,,,
E07000124,Ribble Valley,Local Authority District,5G coverage,2025-07-01,67.75,Percentage,%,,,,
E07000125,Rossendale,Local Authority District,5G coverage,2025-07-01,98.23,Percentage,%,,,,
E07000126,South Ribble,Local Authority District,5G coverage,2025-07-01,98.68,Percentage,%,,,,
E07000127,West Lancashire,Local Authority District,5G coverage,2025-07-01,97.79,Percentage,%,,,,
E07000128,Wyre,Local Authority District,5G coverage,2025-07-01,89.78,Percentage,%,,,,
E47000004,Liverpool City Region,Combined Authority or City Region,5G coverage,2025-07-01,99.57,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000011,Knowsley,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000012,Liverpool,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000014,Sefton,Local Authority District,5G coverage,2025-07-01,98.19,Percentage,%,,,,
E08000013,St. Helens,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000015,Wirral,Local Authority District,5G coverage,2025-07-01,99.81,Percentage,%,,,,
E12000003,Yorkshire and The Humber,Region,5G coverage,2025-07-01,81.85,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E47000016,Hull and East Yorkshire,Combined Authority or City Region,5G coverage,2025-07-01,94.29,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000011,East Riding of Yorkshire,County or Unitary Authority,5G coverage,2025-07-01,94.12,Percentage,%,,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E47000017,Greater Lincolnshire,Combined Authority or City Region,5G coverage,2025-07-01,92.27,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000012,North East Lincolnshire,County or Unitary Authority,5G coverage,2025-07-01,94.49,Percentage,%,,,,
E06000013,North Lincolnshire,County or Unitary Authority,5G coverage,2025-07-01,97.81,Percentage,%,,,,
E47000012,York and North Yorkshire,Combined Authority or City Region,5G coverage,2025-07-01,70.71,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000014,York,County or Unitary Authority,5G coverage,2025-07-01,99.77,Percentage,%,,,,
E06000065,North Yorkshire,County or Unitary Authority,5G coverage,2025-07-01,69.73,Percentage,%,,,,
E47000002,South Yorkshire,Combined Authority or City Region,5G coverage,2025-07-01,94.6,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000038,Barnsley,Local Authority District,5G coverage,2025-07-01,90.94,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000016,Barnsley,Local Authority District,5G coverage,2025-07-01,90.94,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000038 Barnsley)
E08000017,Doncaster,Local Authority District,5G coverage,2025-07-01,98.5,Percentage,%,,,,
E08000018,Rotherham,Local Authority District,5G coverage,2025-07-01,99.43,Percentage,%,,,,
E08000039,Sheffield,Local Authority District,5G coverage,2025-07-01,88.11,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000019,Sheffield,Local Authority District,5G coverage,2025-07-01,88.11,Percentage,%,,,,Obsolete code since 2025 (replaced by E08000039 Sheffield)
E47000003,West Yorkshire,Combined Authority or City Region,5G coverage,2025-07-01,94.68,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000032,Bradford,Local Authority District,5G coverage,2025-07-01,99.37,Percentage,%,,,,
E08000033,Calderdale,Local Authority District,5G coverage,2025-07-01,82.37,Percentage,%,,,,
E08000034,Kirklees,Local Authority District,5G coverage,2025-07-01,91.52,Percentage,%,,,,
E08000035,Leeds,Local Authority District,5G coverage,2025-07-01,98.92,Percentage,%,,,,
E08000036,Wakefield,Local Authority District,5G coverage,2025-07-01,99.73,Percentage,%,,,,
E12000004,East Midlands,Region,5G coverage,2025-07-01,91.04,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E47000013,East Midlands,Combined Authority or City Region,5G coverage,2025-07-01,93.01,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000015,Derby,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000016,Leicester,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000061,North Northamptonshire,County or Unitary Authority,5G coverage,2025-07-01,80.2,Percentage,%,,,,
E06000018,Nottingham,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000017,Rutland,County or Unitary Authority,5G coverage,2025-07-01,69.16,Percentage,%,,,,
E06000062,West Northamptonshire,County or Unitary Authority,5G coverage,2025-07-01,94.23,Percentage,%,,,,
E10000007,Derbyshire,County or Unitary Authority,5G coverage,2025-07-01,90.95,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000032,Amber Valley,Local Authority District,5G coverage,2025-07-01,98.49,Percentage,%,,,,
E07000033,Bolsover,Local Authority District,5G coverage,2025-07-01,99.29,Percentage,%,,,,
E07000034,Chesterfield,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000035,Derbyshire Dales,Local Authority District,5G coverage,2025-07-01,90.0,Percentage,%,,,,
E07000036,Erewash,Local Authority District,5G coverage,2025-07-01,99.99,Percentage,%,,,,
E07000037,High Peak,Local Authority District,5G coverage,2025-07-01,75.03,Percentage,%,,,,
E07000038,North East Derbyshire,Local Authority District,5G coverage,2025-07-01,97.19,Percentage,%,,,,
E07000039,South Derbyshire,Local Authority District,5G coverage,2025-07-01,98.97,Percentage,%,,,,
E10000018,Leicestershire,County or Unitary Authority,5G coverage,2025-07-01,92.28,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000129,Blaby,Local Authority District,5G coverage,2025-07-01,99.99,Percentage,%,,,,
E07000130,Charnwood,Local Authority District,5G coverage,2025-07-01,99.0,Percentage,%,,,,
E07000131,Harborough,Local Authority District,5G coverage,2025-07-01,85.43,Percentage,%,,,,
E07000132,Hinckley and Bosworth,Local Authority District,5G coverage,2025-07-01,97.91,Percentage,%,,,,
E07000133,Melton,Local Authority District,5G coverage,2025-07-01,88.27,Percentage,%,,,,
E07000134,North West Leicestershire,Local Authority District,5G coverage,2025-07-01,96.77,Percentage,%,,,,
E07000135,Oadby and Wigston,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E10000019,Lincolnshire,County or Unitary Authority,5G coverage,2025-07-01,91.41,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000136,Boston,Local Authority District,5G coverage,2025-07-01,98.79,Percentage,%,,,,
E07000137,East Lindsey,Local Authority District,5G coverage,2025-07-01,87.93,Percentage,%,,,,
E07000138,Lincoln,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000139,North Kesteven,Local Authority District,5G coverage,2025-07-01,94.42,Percentage,%,,,,
E07000140,South Holland,Local Authority District,5G coverage,2025-07-01,87.44,Percentage,%,,,,
E07000141,South Kesteven,Local Authority District,5G coverage,2025-07-01,92.19,Percentage,%,,,,
E07000142,West Lindsey,Local Authority District,5G coverage,2025-07-01,93.68,Percentage,%,,,,
E10000024,Nottinghamshire,County or Unitary Authority,5G coverage,2025-07-01,95.03,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000170,Ashfield,Local Authority District,5G coverage,2025-07-01,99.33,Percentage,%,,,,
E07000171,Bassetlaw,Local Authority District,5G coverage,2025-07-01,94.06,Percentage,%,,,,
E07000172,Broxtowe,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000173,Gedling,Local Authority District,5G coverage,2025-07-01,99.86,Percentage,%,,,,
E07000174,Mansfield,Local Authority District,5G coverage,2025-07-01,98.59,Percentage,%,,,,
E07000175,Newark and Sherwood,Local Authority District,5G coverage,2025-07-01,90.6,Percentage,%,,,,
E07000176,Rushcliffe,Local Authority District,5G coverage,2025-07-01,99.38,Percentage,%,,,,
E12000005,West Midlands,Region,5G coverage,2025-07-01,84.46,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000019,"Herefordshire, County of",County or Unitary Authority,5G coverage,2025-07-01,66.31,Percentage,%,,,,
E06000051,Shropshire,County or Unitary Authority,5G coverage,2025-07-01,75.54,Percentage,%,,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000020,Telford and Wrekin,County or Unitary Authority,5G coverage,2025-07-01,83.34,Percentage,%,,,,
E10000028,Staffordshire,County or Unitary Authority,5G coverage,2025-07-01,92.52,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000192,Cannock Chase,Local Authority District,5G coverage,2025-07-01,96.17,Percentage,%,,,,
E07000193,East Staffordshire,Local Authority District,5G coverage,2025-07-01,96.09,Percentage,%,,,,
E07000194,Lichfield,Local Authority District,5G coverage,2025-07-01,98.98,Percentage,%,,,,
E07000195,Newcastle-under-Lyme,Local Authority District,5G coverage,2025-07-01,84.16,Percentage,%,,,,
E07000196,South Staffordshire,Local Authority District,5G coverage,2025-07-01,98.59,Percentage,%,,,,
E07000197,Stafford,Local Authority District,5G coverage,2025-07-01,91.14,Percentage,%,,,,
E07000198,Staffordshire Moorlands,Local Authority District,5G coverage,2025-07-01,85.67,Percentage,%,,,,
E07000199,Tamworth,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E10000031,Warwickshire,County or Unitary Authority,5G coverage,2025-07-01,96.85,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000218,North Warwickshire,Local Authority District,5G coverage,2025-07-01,99.43,Percentage,%,,,,
E07000219,Nuneaton and Bedworth,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000220,Rugby,Local Authority District,5G coverage,2025-07-01,99.29,Percentage,%,,,,
E07000221,Stratford-on-Avon,Local Authority District,5G coverage,2025-07-01,94.22,Percentage,%,,,,
E07000222,Warwick,Local Authority District,5G coverage,2025-07-01,99.45,Percentage,%,,,,
E47000007,West Midlands,Combined Authority or City Region,5G coverage,2025-07-01,99.99,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E08000025,Birmingham,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000026,Coventry,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000027,Dudley,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000028,Sandwell,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E08000029,Solihull,Local Authority District,5G coverage,2025-07-01,99.97,Percentage,%,,,,
E08000030,Walsall,Local Authority District,5G coverage,2025-07-01,99.98,Percentage,%,,,,
E08000031,Wolverhampton,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E10000034,Worcestershire,County or Unitary Authority,5G coverage,2025-07-01,88.64,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000234,Bromsgrove,Local Authority District,5G coverage,2025-07-01,99.44,Percentage,%,,,,
E07000235,Malvern Hills,Local Authority District,5G coverage,2025-07-01,75.54,Percentage,%,,,,
E07000236,Redditch,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000237,Worcester,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000238,Wychavon,Local Authority District,5G coverage,2025-07-01,96.37,Percentage,%,,,,
E07000239,Wyre Forest,Local Authority District,5G coverage,2025-07-01,83.98,Percentage,%,,,,
E12000006,East of England,Region,5G coverage,2025-07-01,87.87,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000055,Bedford,County or Unitary Authority,5G coverage,2025-07-01,91.82,Percentage,%,,,,
E06000056,Central Bedfordshire,County or Unitary Authority,5G coverage,2025-07-01,99.6,Percentage,%,,,,
E06000032,Luton,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000031,Peterborough,County or Unitary Authority,5G coverage,2025-07-01,96.89,Percentage,%,,,,
E06000033,Southend-on-Sea,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000034,Thurrock,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E10000003,Cambridgeshire,County or Unitary Authority,5G coverage,2025-07-01,96.79,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,5G coverage,2025-07-01,96.8,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000008,Cambridge,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000009,East Cambridgeshire,Local Authority District,5G coverage,2025-07-01,94.8,Percentage,%,,,,
E07000010,Fenland,Local Authority District,5G coverage,2025-07-01,99.18,Percentage,%,,,,
E07000011,Huntingdonshire,Local Authority District,5G coverage,2025-07-01,94.85,Percentage,%,,,,
E07000012,South Cambridgeshire,Local Authority District,5G coverage,2025-07-01,98.6,Percentage,%,,,,
E10000012,Essex,County or Unitary Authority,5G coverage,2025-07-01,96.73,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000066,Basildon,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000067,Braintree,Local Authority District,5G coverage,2025-07-01,92.45,Percentage,%,,,,
E07000068,Brentwood,Local Authority District,5G coverage,2025-07-01,99.6,Percentage,%,,,,
E07000069,Castle Point,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000070,Chelmsford,Local Authority District,5G coverage,2025-07-01,98.97,Percentage,%,,,,
E07000071,Colchester,Local Authority District,5G coverage,2025-07-01,98.62,Percentage,%,,,,
E07000072,Epping Forest,Local Authority District,5G coverage,2025-07-01,98.29,Percentage,%,,,,
E07000073,Harlow,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000074,Maldon,Local Authority District,5G coverage,2025-07-01,99.38,Percentage,%,,,,
E07000075,Rochford,Local Authority District,5G coverage,2025-07-01,99.89,Percentage,%,,,,
E07000076,Tendring,Local Authority District,5G coverage,2025-07-01,97.01,Percentage,%,,,,
E07000077,Uttlesford,Local Authority District,5G coverage,2025-07-01,93.71,Percentage,%,,,,
E10000015,Hertfordshire,County or Unitary Authority,5G coverage,2025-07-01,96.44,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000095,Broxbourne,Local Authority District,5G coverage,2025-07-01,99.98,Percentage,%,,,,
E07000096,Dacorum,Local Authority District,5G coverage,2025-07-01,94.64,Percentage,%,,,,
E07000242,East Hertfordshire,Local Authority District,5G coverage,2025-07-01,95.02,Percentage,%,,,,
E07000098,Hertsmere,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000099,North Hertfordshire,Local Authority District,5G coverage,2025-07-01,94.01,Percentage,%,,,,
E07000240,St Albans,Local Authority District,5G coverage,2025-07-01,99.62,Percentage,%,,,,
E07000243,Stevenage,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000102,Three Rivers,Local Authority District,5G coverage,2025-07-01,99.77,Percentage,%,,,,
E07000103,Watford,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000241,Welwyn Hatfield,Local Authority District,5G coverage,2025-07-01,99.89,Percentage,%,,,,
E10000020,Norfolk,County or Unitary Authority,5G coverage,2025-07-01,80.91,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000143,Breckland,Local Authority District,5G coverage,2025-07-01,69.02,Percentage,%,,,,
E07000144,Broadland,Local Authority District,5G coverage,2025-07-01,86.89,Percentage,%,,,,
E07000145,Great Yarmouth,Local Authority District,5G coverage,2025-07-01,99.72,Percentage,%,,,,
E07000146,King's Lynn and West Norfolk,Local Authority District,5G coverage,2025-07-01,80.07,Percentage,%,,,,
E07000147,North Norfolk,Local Authority District,5G coverage,2025-07-01,79.47,Percentage,%,,,,
E07000148,Norwich,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000149,South Norfolk,Local Authority District,5G coverage,2025-07-01,92.76,Percentage,%,,,,
E10000029,Suffolk,County or Unitary Authority,5G coverage,2025-07-01,74.46,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000200,Babergh,Local Authority District,5G coverage,2025-07-01,89.94,Percentage,%,,,,
E07000244,East Suffolk,Local Authority District,5G coverage,2025-07-01,62.93,Percentage,%,,,,
E07000202,Ipswich,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000203,Mid Suffolk,Local Authority District,5G coverage,2025-07-01,76.92,Percentage,%,,,,
E07000245,West Suffolk,Local Authority District,5G coverage,2025-07-01,76.55,Percentage,%,,,,
E12000007,London,Region,5G coverage,2025-07-01,99.92,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E09000007,Camden,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000001,City of London,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000012,Hackney,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000013,Hammersmith and Fulham,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000014,Haringey,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000019,Islington,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000020,Kensington and Chelsea,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000022,Lambeth,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000023,Lewisham,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000025,Newham,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000028,Southwark,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000030,Tower Hamlets,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000032,Wandsworth,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000033,Westminster,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000002,Barking and Dagenham,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000003,Barnet,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000004,Bexley,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000005,Brent,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000006,Bromley,Local Authority District,5G coverage,2025-07-01,99.22,Percentage,%,,,,
E09000008,Croydon,Local Authority District,5G coverage,2025-07-01,99.94,Percentage,%,,,,
E09000009,Ealing,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000010,Enfield,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000011,Greenwich,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000015,Harrow,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000016,Havering,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000017,Hillingdon,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000018,Hounslow,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000021,Kingston upon Thames,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000024,Merton,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000026,Redbridge,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000027,Richmond upon Thames,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000029,Sutton,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E09000031,Waltham Forest,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E12000008,South East,Region,5G coverage,2025-07-01,86.76,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E06000036,Bracknell Forest,County or Unitary Authority,5G coverage,2025-07-01,97.39,Percentage,%,,,,
E06000043,Brighton and Hove,County or Unitary Authority,5G coverage,2025-07-01,99.95,Percentage,%,,,,
E06000060,Buckinghamshire,County or Unitary Authority,5G coverage,2025-07-01,96.67,Percentage,%,,,,
E06000046,Isle of Wight,County or Unitary Authority,5G coverage,2025-07-01,87.98,Percentage,%,,,,
E06000035,Medway,County or Unitary Authority,5G coverage,2025-07-01,99.08,Percentage,%,,,,
E06000042,Milton Keynes,County or Unitary Authority,5G coverage,2025-07-01,95.69,Percentage,%,,,,
E06000044,Portsmouth,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000038,Reading,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000039,Slough,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000045,Southampton,County or Unitary Authority,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E06000037,West Berkshire,County or Unitary Authority,5G coverage,2025-07-01,78.46,Percentage,%,,,,
E06000040,Windsor and Maidenhead,County or Unitary Authority,5G coverage,2025-07-01,99.68,Percentage,%,,,,
E06000041,Wokingham,County or Unitary Authority,5G coverage,2025-07-01,96.09,Percentage,%,,,,
E10000011,East Sussex,County or Unitary Authority,5G coverage,2025-07-01,85.5,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000061,Eastbourne,Local Authority District,5G coverage,2025-07-01,79.65,Percentage,%,,,,
E07000062,Hastings,Local Authority District,5G coverage,2025-07-01,96.84,Percentage,%,,,,
E07000063,Lewes,Local Authority District,5G coverage,2025-07-01,77.46,Percentage,%,,,,
E07000064,Rother,Local Authority District,5G coverage,2025-07-01,90.79,Percentage,%,,,,
E07000065,Wealden,Local Authority District,5G coverage,2025-07-01,84.97,Percentage,%,,,,
E10000014,Hampshire,County or Unitary Authority,5G coverage,2025-07-01,76.93,Percentage,%,,,,This data has been aggregated and may show differences to other published figures
E07000084,Basingstoke and Deane,Local Authority District,5G coverage,2025-07-01,78.1,Percentage,%,,,,
E07000085,East Hampshire,Local Authority District,5G coverage,2025-07-01,80.78,Percentage,%,,,,
E07000086,Eastleigh,Local Authority District,5G coverage,2025-07-01,99.6,Percentage,%,,,,
E07000087,Fareham,Local Authority District,5G coverage,2025-07-01,99.78,Percentage,%,,,,
E07000088,Gosport,Local Authority District,5G coverage,2025-07-01,100.0,Percentage,%,,,,
E07000089,Hart,Local Authority District,5G coverage,2025-07-01,88.99,Percentage,%,,,,
E07000090,Havant,Local Authority District,5G coverage,2025-07-01,99.4,Percentage,%,,,,
E07000091,New Forest,Local Authority District,5G coverage,2025-07-01,70.0,Percentage,%,,,,
E07000092,Rushmoor,Local Authority District,5G coverage,2025-07-01,99.54,Percentage,%,,,,
E07000093,Test Valley,Local Authority District,5G coverage,2025-07-01,67.57,Percentage,%,,,,
E07000094,Winchester,Local Authority District,5G coverage,2025-07-01,76.24,Percentage,%,,,,
