AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E06000009,Blackpool,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,10.6,Percentage,%,7.3,13.9,,1,
E06000009,Blackpool,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.9,Percentage,%,6.4,11.4,,1,
E06000049,Cheshire East,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,,Percentage,%,,,x,1,
E06000049,Cheshire East,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,6.5,Percentage,%,4,9,,1,
E06000050,Cheshire West and Chester,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,5.2,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E06000050,Cheshire West and Chester,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.1,Percentage,%,4.3,9.9,,1,
E06000006,Halton,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,9.9,Percentage,%,6.2,13.6,,1,
E06000006,Halton,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.7,Percentage,%,5.7,11.7,,1,
E06000007,Warrington,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,3.3,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E06000007,Warrington,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.5,Percentage,%,4.8,10.2,,1,
E06000063,Cumberland,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,7,Percentage,%,4.2,9.8,,1,
E06000063,Cumberland,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,5.4,Percentage,%,3.2,7.6,,1,
E06000064,Westmorland and Furness,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,8.8,Percentage,%,5.4,12.2,,1,
E06000064,Westmorland and Furness,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.7,Percentage,%,4.9,10.5,,1,
E47000001,Greater Manchester,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.5,Percentage,%,7.7,9.3,,1,
E47000001,Greater Manchester,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,7.3,Percentage,%,6.4,8.2,,1,
E08000001,Bolton,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,10.1,Percentage,%,6.2,14,,1,
E08000001,Bolton,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.9,Percentage,%,7,12.8,,1,
E08000002,Bury,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,5.8,Percentage,%,3.2,8.4,,1,
E08000002,Bury,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.5,Percentage,%,5,10,,1,
E08000003,Manchester,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,4.6,Percentage,%,2.2,7,,1,
E08000003,Manchester,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.2,Percentage,%,6.5,11.9,,1,
E08000004,Oldham,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,8.9,Percentage,%,5.8,12,,1,
E08000004,Oldham,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,11.2,Percentage,%,8.1,14.3,,1,
E08000005,Rochdale,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,15.9,Percentage,%,11.6,20.2,,1,
E08000005,Rochdale,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,12.3,Percentage,%,9.2,15.4,,1,
E08000006,Salford,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,6.6,Percentage,%,3.7,9.5,,1,
E08000006,Salford,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.4,Percentage,%,6.2,12.6,,1,
E08000007,Stockport,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,3.2,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E08000007,Stockport,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,4.7,Percentage,%,2.7,6.7,,1,
E08000008,Tameside,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,8.2,Percentage,%,5.1,11.3,,1,
E08000008,Tameside,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.8,Percentage,%,6.3,11.3,,1,
E08000009,Trafford,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,4.5,Percentage,%,2.2,6.8,,1,
E08000009,Trafford,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,3.9,Percentage,%,2.1,5.7,,1,
E08000010,Wigan,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,10.4,Percentage,%,6.7,14.1,,1,
E08000010,Wigan,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.9,Percentage,%,5.3,10.5,,1,
E47000018,Lancashire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,6.6,Percentage,%,5.5,7.7,,1,
E47000018,Lancashire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,6.1,Percentage,%,4.9,7.3,,1,
E10000017,Lancashire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,5.5,Percentage,%,4.2,6.8,,1,
E10000017,Lancashire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,5.1,Percentage,%,3.6,6.6,,1,
E07000117,Burnley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.6,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000117,Burnley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,,Percentage,%,,,x,1,
E07000118,Chorley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,4.2,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000118,Chorley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,7.3,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000119,Fylde,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,,Percentage,%,,,x,1,
E07000119,Fylde,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,4.7,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000120,Hyndburn,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,,Percentage,%,,,x,1,
E07000120,Hyndburn,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,6.2,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000121,Lancaster,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,5.6,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000121,Lancaster,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,10.3,Percentage,%,5.2,15.4,,1,
E07000122,Pendle,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,5.8,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000122,Pendle,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.3,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000123,Preston,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,4.6,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000123,Preston,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,6.6,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000124,Ribble Valley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,,Percentage,%,,,x,1,
E07000124,Ribble Valley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,,Percentage,%,,,x,1,
E07000125,Rossendale,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000125,Rossendale,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,11.6,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000126,South Ribble,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,2.8,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000126,South Ribble,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,,Percentage,%,,,x,1,
E07000127,West Lancashire,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,6.9,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000127,West Lancashire,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,5.7,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E07000128,Wyre,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,,Percentage,%,,,x,1,
E07000128,Wyre,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,2,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E47000004,Liverpool City Region,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.2,Percentage,%,8,10.4,,1,
E47000004,Liverpool City Region,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,8.2,Percentage,%,6.9,9.5,,1,
E08000011,Knowsley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,15.8,Percentage,%,11.3,20.3,,1,
E08000011,Knowsley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,12.5,Percentage,%,8.8,16.2,,1,
E08000012,Liverpool,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,8.6,Percentage,%,5.5,11.7,,1,
E08000012,Liverpool,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.8,Percentage,%,7,12.6,,1,
E08000014,Sefton,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,5.7,Percentage,%,3,8.4,,1,
E08000014,Sefton,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8,Percentage,%,5.2,10.8,,1,
E08000013,St. Helens,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,10.2,Percentage,%,6.7,13.7,,1,
E08000013,St. Helens,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.8,Percentage,%,6.5,13.1,,1,
E08000015,Wirral,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,3.9,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E08000015,Wirral,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.5,Percentage,%,4.8,10.2,,1,
E12000003,Yorkshire and The Humber,Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8,Percentage,%,7.4,8.6,,1,
E12000003,Yorkshire and The Humber,Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,7.6,Percentage,%,6.9,8.3,,1,
E47000016,Hull and East Yorkshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.2,Percentage,%,6.5,9.9,,1,
E47000016,Hull and East Yorkshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,4.7,Percentage,%,3.1,6.3,,1,
E06000011,East Riding of Yorkshire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,4.4,Percentage,%,2.8,6,,1,
E06000011,East Riding of Yorkshire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,3.6,Percentage,%,1.8,5.4,,1,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,6,Percentage,%,3.2,8.8,,1,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,12.4,Percentage,%,9.3,15.5,,1,
E47000017,Greater Lincolnshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.1,Percentage,%,6.7,9.5,,1,
E47000017,Greater Lincolnshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,9.1,Percentage,%,7.4,10.8,,1,
E06000012,North East Lincolnshire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,8.2,Percentage,%,5,11.4,,1,
E06000012,North East Lincolnshire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.9,Percentage,%,6.2,11.6,,1,
E06000013,North Lincolnshire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,6.6,Percentage,%,3.9,9.3,,1,
E06000013,North Lincolnshire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,5.5,Percentage,%,3.3,7.7,,1,
E47000012,York and North Yorkshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,5.4,Percentage,%,4.1,6.7,,1,
E47000012,York and North Yorkshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,4.4,Percentage,%,3.1,5.7,,1,
E06000014,York,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,4.9,Percentage,%,2.9,6.9,,1,
E06000014,York,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,3,Percentage,%,1.5,4.5,,1,
E06000065,North Yorkshire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,4.3,Percentage,%,2.6,6,,1,
E06000065,North Yorkshire,County or Unitary Authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,6.3,Percentage,%,4.5,8.1,,1,
E47000002,South Yorkshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7,Percentage,%,5.9,8.1,,1,
E47000002,South Yorkshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,10.9,Percentage,%,9.3,12.5,,1,
E08000016,Barnsley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,9.5,Percentage,%,6.7,12.3,,1,Obsolete code since 2025 (replaced by E08000038 Barnsley)
E08000016,Barnsley,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,10.3,Percentage,%,7.7,12.9,,1,Obsolete code since 2025 (replaced by E08000038 Barnsley)
E08000017,Doncaster,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,19.6,Percentage,%,15.3,23.9,,1,
E08000017,Doncaster,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.9,Percentage,%,5.2,10.6,,1,
E08000018,Rotherham,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,10.6,Percentage,%,7.1,14.1,,1,
E08000018,Rotherham,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.4,Percentage,%,4.9,9.9,,1,
E08000019,Sheffield,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,7.4,Percentage,%,5,9.8,,1,Obsolete code since 2025 (replaced by E08000039 Sheffield)
E08000019,Sheffield,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,5.1,Percentage,%,3.4,6.8,,1,Obsolete code since 2025 (replaced by E08000039 Sheffield)
E47000003,West Yorkshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.5,Percentage,%,8.4,10.6,,1,
E47000003,West Yorkshire,Combined Authority or City Region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,7.5,Percentage,%,6.3,8.7,,1,
E08000032,Bradford,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,11.8,Percentage,%,8.3,15.3,,1,
E08000032,Bradford,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,11.9,Percentage,%,9,14.8,,1,
E08000033,Calderdale,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,3.6,Percentage,%,,,,1,Estimate and confidence interval unreliable since the group sample size is small (3-9)
E08000033,Calderdale,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,7.7,Percentage,%,5.2,10.2,,1,
E08000034,Kirklees,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,6.6,Percentage,%,4.2,9,,1,
E08000034,Kirklees,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.1,Percentage,%,6.7,11.5,,1,
E08000035,Leeds,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,6.3,Percentage,%,4.2,8.4,,1,
E08000035,Leeds,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,8.4,Percentage,%,6.4,10.4,,1,
E08000036,Wakefield,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023-01-01/P1Y,6.8,Percentage,%,4.1,9.5,,1,
E08000036,Wakefield,Local Authority District,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022-01-01/P1Y,9.8,Percentage,%,7.4,12.2,,1,
