AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e06000009,blackpool,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.26,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000049,cheshire-east,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.13,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000050,cheshire-west-and-chester,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.0,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000006,halton,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.8,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000007,warrington,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.22,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000063,cumberland,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.66,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e06000064,westmorland-and-furness,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.75,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e07000026,allerdale,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.64,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000063 Cumberland)
e07000027,barrow-in-furness,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.82,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
e07000028,carlisle,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.91,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000063 Cumberland)
e07000029,copeland,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.28,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000063 Cumberland)
e07000030,eden,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.65,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
e07000031,south-lakeland,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,4.4,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
e47000001,greater-manchester,combined-authority-or-city-region,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.35,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e08000001,bolton,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.06,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000002,bury,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.58,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000003,manchester,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.57,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000004,oldham,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,1.49,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000005,rochdale,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.23,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000006,salford,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.19,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000007,stockport,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.82,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000008,tameside,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,1.6,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000009,trafford,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.77,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000010,wigan,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.79,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e10000017,lancashire,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.94,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e07000117,burnley,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.22,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000118,chorley,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.89,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000119,fylde,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.69,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000120,hyndburn,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.31,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000121,lancaster,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.22,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000122,pendle,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.4,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000123,preston,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.25,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000124,ribble-valley,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.6,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000125,rossendale,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.26,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000126,south-ribble,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.69,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000127,west-lancashire,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.55,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000128,wyre,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.48,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e47000004,liverpool-city-region,combined-authority-or-city-region,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.63,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e08000011,knowsley,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,1.94,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000012,liverpool,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.69,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000014,sefton,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.83,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000013,st-helens,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.56,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000015,wirral,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.65,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e12000003,yorkshire-and-the-humber,region,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.69,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e06000011,east-riding-of-yorkshire,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.63,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000010,kingston-upon-hull-city-of,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.15,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000012,north-east-lincolnshire,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.5,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000013,north-lincolnshire,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.06,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e47000012,york-and-north-yorkshire,combined-authority-or-city-region,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.1,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e06000014,york,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.6,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000065,north-yorkshire,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.94,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e07000163,craven,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.99,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
e07000164,hambleton,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.2,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
e07000165,harrogate,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.01,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
e07000166,richmondshire,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.01,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
e07000167,ryedale,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.74,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
e07000168,scarborough,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.4,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
e07000169,selby,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.07,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
e47000002,south-yorkshire,combined-authority-or-city-region,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.69,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e08000016,barnsley,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.45,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000017,doncaster,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.82,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000018,rotherham,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.63,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000019,sheffield,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.75,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e47000003,west-yorkshire,combined-authority-or-city-region,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.19,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e08000032,bradford,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,1.87,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000033,calderdale,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,1.94,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000034,kirklees,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.17,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000035,leeds,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.44,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e08000036,wakefield,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.32,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e12000004,east-midlands,region,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.74,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e47000013,east-midlands,combined-authority-or-city-region,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.76,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e06000015,derby,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.02,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000016,leicester,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,1.93,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000061,north-northamptonshire,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.84,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000018,nottingham,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.69,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000017,rutland,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.19,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e06000062,west-northamptonshire,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.11,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e10000007,derbyshire,county-or-unitary-authority,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.73,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,This data was aggregated and may show differences to other published figures
e07000032,amber-valley,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.85,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000033,bolsover,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.24,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000034,chesterfield,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.48,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000035,derbyshire-dales,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,3.21,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000036,erewash,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.66,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000037,high-peak,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.64,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000038,north-east-derbyshire,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.45,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
e07000039,south-derbyshire,local-authority-district,"Chain supermarkets per 10,000 population","Chain supermarkets per 10,000 population",Mission 9,"Restoring a sense of community, local pride and belonging",2023-08,2.33,"Counts of chain supermarkets per 10,000 people","Count per 10,000 people",,,,1,
