AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e08000037,Gateshead,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000021,Newcastle upon Tyne,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000022,North Tyneside,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000023,South Tyneside,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,3.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000024,Sunderland,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e12000002,North West ,Region,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000008,Blackburn with Darwen,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000009,Blackpool,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000049,Cheshire East,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,14.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000050,Cheshire West and Chester,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000006,Halton,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,3.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000007,Warrington,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e10000006,Cumbria ,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000026,Allerdale,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000027,Barrow-in-Furness,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000028,Carlisle,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000029,Copeland,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000030,Eden,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,12.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000031,South Lakeland,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e11000001,Greater Manchester (Met County),County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000001,Bolton,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000002,Bury,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,3.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000003,Manchester,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,16.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000004,Oldham ,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000005,Rochdale,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,6.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000006,Salford,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,22.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000007,Stockport,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000008,Tameside,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000009,Trafford,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000010,Wigan,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e10000017,Lancashire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000117,Burnley,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000118,Chorley,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000119,Fylde,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000120,Hyndburn,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,6.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000121,Lancaster,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000122,Pendle,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000123,Preston,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,16.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000124,Ribble Valley,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,18.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000125,Rossendale,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000126,South Ribble,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000127,West Lancashire,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000128,Wyre,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,14.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e11000002,Merseyside (Met County),County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000011,Knowsley ,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000012,Liverpool,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000014,Sefton,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000013,St. Helens,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,3.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000015,Wirral,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e12000003,Yorkshire and The Humber,Region,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000011,East Riding of Yorkshire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000010,"Kingston upon Hull, City of",County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000012,North East Lincolnshire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000013,North Lincolnshire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000014,York,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e10000023,North Yorkshire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,11.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000163,Craven,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,11.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000164,Hambleton,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,11.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000165,Harrogate,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,16.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000166,Richmondshire,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,2.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000167,Ryedale,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,14.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000168,Scarborough,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000169,Selby,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,11.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e11000003,South Yorkshire (Met County),County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000016,Barnsley,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,6.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000017,Doncaster,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000018,Rotherham ,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000019,Sheffield,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e11000006,West Yorkshire (Met County),County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000032,Bradford ,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,6.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000033,Calderdale,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000034,Kirklees ,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,4.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000035,Leeds ,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e08000036,Wakefield,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e12000004,East Midlands,Region,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000015,Derby ,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,6.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000016,Leicester,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,6.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000061,North Northamptonshire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000018,Nottingham,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,12.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000017,Rutland ,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e06000062,West Northamptonshire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,12.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e10000007,Derbyshire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000032,Amber Valley,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000033,Bolsover,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,14.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000034,Chesterfield,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000035,Derbyshire Dales,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000036,Erewash,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,5.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000037,High Peak,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000038,North East Derbyshire,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,12.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000039,South Derbyshire,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,19.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e10000018,Leicestershire,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,13.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000129,Blaby,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000130,Charnwood,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000131,Harborough,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,25.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000132,Hinckley and Bosworth,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000133,Melton,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,15.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000134,North West Leicestershire,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,21.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000135,Oadby and Wigston,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,6.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e10000019,Lincolnshire ,County or Unitary Authority,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000136,Boston,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000137,East Lindsey,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,8.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000138,Lincoln,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,3.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000139,North Kesteven,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,9.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000140,South Holland,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,16.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
e07000141,South Kesteven,Local Authority District,"Net additions to the housing stock (rate per 1,000 stock)",Additions to the housing stock,Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,7.0,"Rate per 1,000 stock","Rate per 1,000 stock",,,,1,
